SALESORDERHEADERKEY,SALESORDERID,ORDERDATE,DUEDATE,SHIPDATE,STATUSODER,ISONLINE,PURCHASEORDERNUMBER,SALESORDERNUMBER,CUSACCOUNT,SALESPERSONID,CUSTOMERKEY,SALESPERSONKEY,SALESPEREXPLAIN,TERRITORYKEY,CURRENCYRATEKEY,CURRENCYEXPLAIN,CREDITCARDKEY,CREDITCARDEXPLAIN,SHIPMETHODKEY,DATEKEYORDER,DATEKEYDUE,DATEKEYSHIP,CREDITCARDAPPROVALCODE,SUBTOTAL,TAX,SHIPPINGFEE,TOTALAMOUNT,CUMULATIVEAMOUNT,ORDERCOUNT,RECENCY,FREQUENCY,MONETARY,PAYMETHOD,FRAUDSTATUS,SALESHEADERMODIFIEDDATE,ISCURRENT
12143,52467,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52467,10-4030-017964,,8198,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,16462,Have CreditCard,1,20130711,20130723,20130718,442944Vi67816,1214.85,97.19,30.37,1342.41,73153932.57,27659,4154,3,6354.15,CreditCard,Normal,2013-07-18,True
12144,52410,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52410,10-4030-011250,,1484,-1,Have No SalesPerson,10,8927,Have CurrencyRate,19002,Have CreditCard,1,20130711,20130723,20130718,316508Vi80825,2339.97,187.2,58.5,2585.67,73156518.24,27659,4237,4,7863.46,CreditCard,Normal,2013-07-18,True
12145,52437,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52437,10-4030-021111,,14177,-1,Have No SalesPerson,10,8927,Have CurrencyRate,19392,Have CreditCard,1,20130711,20130723,20130718,726911Vi82850,37.27,2.98,0.93,41.18,73156559.42,27659,4416,1,41.18,CreditCard,Normal,2013-07-18,True
12146,52438,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52438,10-4030-022491,,15557,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,3828,Have CreditCard,1,20130711,20130723,20130718,327449Vi17332,4.99,0.4,0.12,5.51,73156564.93,27659,4416,1,5.51,CreditCard,Normal,2013-07-18,True
12147,52408,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52408,10-4030-018252,,11318,-1,Have No SalesPerson,9,8922,Have CurrencyRate,15210,Have CreditCard,1,20130711,20130723,20130718,816027Vi61197,2443.35,195.47,61.08,2699.9,73159264.83,27659,4416,2,6653.89,CreditCard,Normal,2013-07-18,True
12148,52409,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52409,10-4030-011412,,1646,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,18526,Have CreditCard,1,20130711,20130723,20130718,1116483Vi78410,2366.94,189.36,59.17,2615.47,73161880.3,27659,4171,4,10917.35,CreditCard,Normal,2013-07-18,True
12149,52411,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52411,10-4030-014053,,4287,-1,Have No SalesPerson,9,8922,Have CurrencyRate,3310,Have CreditCard,1,20130711,20130723,20130718,1016941Vi14456,27.28,2.18,0.68,30.14,73161910.44,27659,4416,2,95.31,CreditCard,Normal,2013-07-18,True
12150,52412,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52412,10-4030-014231,,4465,-1,Have No SalesPerson,9,8922,Have CurrencyRate,19088,Have CreditCard,1,20130711,20130723,20130718,317257Vi81285,24.99,2.0,0.62,27.61,73161938.05,27659,4249,2,92.78,CreditCard,Normal,2013-07-18,True
12151,52413,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52413,10-4030-021190,,14256,-1,Have No SalesPerson,9,8922,Have CurrencyRate,14458,Have CreditCard,1,20130711,20130723,20130718,417701Vi57242,42.28,3.38,1.06,46.72,73161984.77,27659,4416,1,46.72,CreditCard,Normal,2013-07-18,True
12152,52414,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52414,10-4030-016608,,6842,-1,Have No SalesPerson,9,8922,Have CurrencyRate,555,Have CreditCard,1,20130711,20130723,20130718,1018484Vi2657,71.58,5.73,1.79,79.1,73162063.87,27659,4129,2,112.24,CreditCard,Normal,2013-07-18,True
12153,52415,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52415,10-4030-018290,,11356,-1,Have No SalesPerson,9,8922,Have CurrencyRate,14137,Have CreditCard,1,20130711,20130723,20130718,718912Vi55608,8.99,0.72,0.22,9.93,73162073.8,27659,4156,2,93.88,CreditCard,Normal,2013-07-18,True
12154,52416,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52416,10-4030-020839,,13905,-1,Have No SalesPerson,10,8927,Have CurrencyRate,4295,Have CreditCard,1,20130711,20130723,20130718,1119121Vi19823,1728.27,138.26,43.21,1909.74,73163983.54,27659,4416,2,2774.94,CreditCard,Normal,2013-07-18,True
12155,52417,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52417,10-4030-014087,,4321,-1,Have No SalesPerson,9,8922,Have CurrencyRate,12947,Have CreditCard,1,20130711,20130723,20130718,919268Vi49405,159.0,12.72,3.98,175.7,73164159.24,27659,4266,3,377.89,CreditCard,Normal,2013-07-18,True
12156,52418,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52418,10-4030-023618,,16684,-1,Have No SalesPerson,10,8927,Have CurrencyRate,1361,Have CreditCard,1,20130711,20130723,20130718,719839Vi4238,2481.82,198.55,62.05,2742.41,73166901.65,27659,4416,1,2742.41,CreditCard,Normal,2013-07-18,True
12157,52419,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52419,10-4030-011619,,1853,-1,Have No SalesPerson,6,8924,Have CurrencyRate,21937,Have CreditCard,1,20130711,20130723,20130718,420475Vi86906,34.99,2.8,0.87,38.66,73166940.31,27659,4119,16,701.48,CreditCard,Normal,2013-07-18,True
12158,52420,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52420,10-4030-011091,,1325,-1,Have No SalesPerson,6,8924,Have CurrencyRate,14698,Have CreditCard,1,20130711,20130723,20130718,920555Vi58449,53.99,4.32,1.35,59.66,73166999.97,27659,4082,28,1314.19,CreditCard,Normal,2013-07-18,True
12159,52421,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52421,10-4030-011234,,1468,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,17966,Have CreditCard,1,20130711,20130723,20130718,1120691Vi75708,38.98,3.12,0.97,43.07,73167043.04,27659,4193,2,84.28,CreditCard,Normal,2013-07-18,True
12160,52422,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52422,10-4030-011287,,1521,-1,Have No SalesPerson,6,8924,Have CurrencyRate,23898,Have CreditCard,1,20130711,20130723,20130718,421112Vi97785,39.22,3.14,0.98,43.34,73167086.38,27659,4062,27,1289.61,CreditCard,Normal,2013-07-18,True
12161,52424,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52424,10-4030-026468,,21342,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,13703,Have CreditCard,1,20130711,20130723,20130718,321997Vi53360,27.28,2.18,0.68,30.14,73167116.52,27659,4416,1,30.14,CreditCard,Normal,2013-07-18,True
12162,52423,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52423,10-4030-028764,,23638,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,21413,Have CreditCard,1,20130711,20130723,20130718,421523Vi84000,27.28,2.18,0.68,30.14,73167146.66,27659,4416,1,30.14,CreditCard,Normal,2013-07-18,True
12163,52436,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52436,10-4030-014465,,4699,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,23188,Have CreditCard,1,20130711,20130723,20130718,725901Vi93813,7.28,0.58,0.18,8.04,73167154.7,27659,4416,1,8.04,CreditCard,Normal,2013-07-18,True
12164,52435,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52435,10-4030-016119,,6353,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,22165,Have CreditCard,1,20130711,20130723,20130718,1225283Vi88334,13.98,1.12,0.35,15.45,73167170.15,27659,4416,1,15.45,CreditCard,Normal,2013-07-18,True
12165,52434,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52434,10-4030-026348,,19414,-1,Have No SalesPerson,6,8924,Have CurrencyRate,5572,Have CreditCard,1,20130711,20130723,20130718,325113Vi26416,89.97,7.2,2.25,99.42,73167269.57,27659,4416,1,99.42,CreditCard,Normal,2013-07-18,True
12166,52433,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52433,10-4030-018757,,11823,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,23266,Have CreditCard,1,20130711,20130723,20130718,1124926Vi94188,78.98,6.32,1.97,87.27,73167356.84,27659,4416,1,87.27,CreditCard,Normal,2013-07-18,True
12167,52432,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52432,10-4030-018583,,11649,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,18719,Have CreditCard,1,20130711,20130723,20130718,724905Vi79323,119.98,9.6,3.0,132.58,73167489.42,27659,4416,1,132.58,CreditCard,Normal,2013-07-18,True
12168,52431,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52431,10-4030-017368,,7602,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,19101,Have CreditCard,1,20130711,20130723,20130718,624834Vi81325,4.99,0.4,0.12,5.51,73167494.93,27659,4416,1,5.51,CreditCard,Normal,2013-07-18,True
12169,52429,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52429,10-4030-023088,,16154,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,5156,Have CreditCard,1,20130711,20130723,20130718,1223186Vi24261,32.28,2.58,0.81,35.67,73167530.6,27659,4416,1,35.67,CreditCard,Normal,2013-07-18,True
12170,52428,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52428,10-4030-018604,,11670,-1,Have No SalesPerson,6,8924,Have CurrencyRate,7596,Have CreditCard,1,20130711,20130723,20130718,1122998Vi36670,37.27,2.98,0.93,41.18,73167571.78,27659,4104,2,65.47,CreditCard,Normal,2013-07-18,True
12171,52427,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52427,10-4030-025844,,18910,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,12770,Have CreditCard,1,20130711,20130723,20130718,722715Vi48490,24.99,2.0,0.62,27.61,73167599.39,27659,4416,1,27.61,CreditCard,Normal,2013-07-18,True
12172,52426,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52426,10-4030-024516,,17582,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,7717,Have CreditCard,1,20130711,20130723,20130718,1022397Vi37284,38.88,3.11,0.97,42.96,73167642.35,27659,4416,1,42.96,CreditCard,Normal,2013-07-18,True
12173,52425,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52425,10-4030-024829,,17895,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,656,Have CreditCard,1,20130711,20130723,20130718,722249Vi3142,34.89,2.79,0.87,38.55,73167680.9,27659,4416,1,38.55,CreditCard,Normal,2013-07-18,True
12174,52430,2013-07-11,2013-07-23,2013-07-18,Shipped,True,Unknown,SO52430,10-4030-020391,,13457,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,3337,Have CreditCard,1,20130711,20130723,20130718,1224207Vi14609,23.97,1.92,0.6,26.49,73167707.39,27659,4416,1,26.49,CreditCard,Normal,2013-07-18,True
12175,52507,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52507,10-4030-024141,,17207,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,13845,Have CreditCard,1,20130712,20130724,20130719,728368Vi54030,15.23,1.22,0.38,16.83,73167724.22,27659,4415,1,16.83,CreditCard,Normal,2013-07-19,True
12176,52506,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52506,10-4030-025627,,18693,-1,Have No SalesPerson,10,8938,Have CurrencyRate,4704,Have CreditCard,1,20130712,20130724,20130719,1027785Vi21909,47.97,3.84,1.2,53.01,73167777.23,27659,4415,1,53.01,CreditCard,Normal,2013-07-19,True
12177,52505,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52505,10-4030-017092,,7326,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,12706,Have CreditCard,1,20130712,20130724,20130719,127664Vi48150,37.27,2.98,0.93,41.18,73167818.41,27659,4415,1,41.18,CreditCard,Normal,2013-07-19,True
12178,52504,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52504,10-4030-019327,,12393,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,24278,Have CreditCard,1,20130712,20130724,20130719,227119Vi99910,4.99,0.4,0.12,5.51,73167823.92,27659,4415,1,5.51,CreditCard,Normal,2013-07-19,True
12179,52503,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52503,10-4030-017105,,7339,-1,Have No SalesPerson,10,8938,Have CurrencyRate,4810,Have CreditCard,1,20130712,20130724,20130719,926296Vi22480,39.98,3.2,1.0,44.18,73167868.1,27659,4300,2,92.2,CreditCard,Normal,2013-07-19,True
12180,52502,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52502,10-4030-013848,,4082,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,22876,Have CreditCard,1,20130712,20130724,20130719,726116Vi92138,61.45,4.92,1.54,67.9,73167936.0,27659,4415,1,67.9,CreditCard,Normal,2013-07-19,True
12181,52501,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52501,10-4030-015330,,5564,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,4216,Have CreditCard,1,20130712,20130724,20130719,325571Vi19462,39.98,3.2,1.0,44.18,73167980.18,27659,4415,1,44.18,CreditCard,Normal,2013-07-19,True
12182,52500,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52500,10-4030-015469,,5703,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,2431,Have CreditCard,1,20130712,20130724,20130719,425538Vi9850,39.98,3.2,1.0,44.18,73168024.36,27659,4415,1,44.18,CreditCard,Normal,2013-07-19,True
12183,52499,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52499,10-4030-015414,,5648,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,16049,Have CreditCard,1,20130712,20130724,20130719,825478Vi65586,4.99,0.4,0.12,5.51,73168029.87,27659,4415,1,5.51,CreditCard,Normal,2013-07-19,True
12184,52498,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52498,10-4030-027420,,22294,-1,Have No SalesPerson,6,8935,Have CurrencyRate,7350,Have CreditCard,1,20130712,20130724,20130719,824940Vi35533,69.99,5.6,1.75,77.34,73168107.21,27659,4415,1,77.34,CreditCard,Normal,2013-07-19,True
12185,52497,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52497,10-4030-018687,,11753,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,2634,Have CreditCard,1,20130712,20130724,20130719,624918Vi10945,94.48,7.56,2.36,104.4,73168211.61,27659,4415,1,104.4,CreditCard,Normal,2013-07-19,True
12186,52496,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52496,10-4030-018384,,11450,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,21381,Have CreditCard,1,20130712,20130724,20130719,224496Vi83865,103.48,8.28,2.59,114.35,73168325.96,27659,4415,1,114.35,CreditCard,Normal,2013-07-19,True
12187,52495,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52495,10-4030-027283,,22157,-1,Have No SalesPerson,6,8935,Have CurrencyRate,1898,Have CreditCard,1,20130712,20130724,20130719,224426Vi6960,119.98,9.6,3.0,132.58,73168458.54,27659,4415,1,132.58,CreditCard,Normal,2013-07-19,True
12188,52508,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52508,10-4030-013815,,4049,-1,Have No SalesPerson,10,8938,Have CurrencyRate,152,Have CreditCard,1,20130712,20130724,20130719,628654Vi803,33.98,2.72,0.85,37.55,73168496.09,27659,4184,2,126.58,CreditCard,Normal,2013-07-19,True
12189,52509,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52509,10-4030-017601,,7835,-1,Have No SalesPerson,6,8935,Have CurrencyRate,18286,Have CreditCard,1,20130712,20130724,20130719,229781Vi77313,155.45,12.44,3.89,171.77,73168667.86,27659,4279,2,249.09,CreditCard,Normal,2013-07-19,True
12190,52510,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52510,10-4030-013339,,3573,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,21974,Have CreditCard,1,20130712,20130724,20130719,629852Vi87126,30.97,2.48,0.77,34.22,73168702.08,27659,4415,1,34.22,CreditCard,Normal,2013-07-19,True
12191,52511,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52511,10-4030-013854,,4088,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,3541,Have CreditCard,1,20130712,20130724,20130719,736790Vi15790,804.47,64.36,20.11,888.94,73169591.02,27659,4415,2,3588.84,CreditCard,Normal,2013-07-19,True
12192,52512,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52512,10-4030-011016,,762,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,19225,Have CreditCard,1,20130712,20130724,20130719,637291Vi81950,2332.28,186.58,58.31,2577.17,73172168.19,27659,4415,1,2577.17,CreditCard,Normal,2013-07-19,True
12193,52513,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52513,10-4030-011618,,1852,-1,Have No SalesPerson,6,8935,Have CurrencyRate,104,Have CreditCard,1,20130712,20130724,20130719,1237292Vi591,2369.96,189.6,59.25,2618.81,73174787.0,27659,4415,1,2618.81,CreditCard,Normal,2013-07-19,True
12194,52514,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52514,10-4030-011675,,1909,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,12682,Have CreditCard,1,20130712,20130724,20130719,137329Vi48041,2319.99,185.6,58.0,2563.59,73177350.59,27659,4415,2,6517.58,CreditCard,Normal,2013-07-19,True
12195,52515,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52515,10-4030-012052,,2286,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,17737,Have CreditCard,1,20130712,20130724,20130719,1037634Vi74502,2357.28,188.58,58.93,2604.79,73179955.38,27659,4415,2,6558.78,CreditCard,Normal,2013-07-19,True
12196,52516,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52516,10-4030-011946,,2180,-1,Have No SalesPerson,9,8933,Have CurrencyRate,16450,Have CreditCard,1,20130712,20130724,20130719,1239578Vi67716,554.97,44.4,13.87,613.24,73180568.62,27659,4099,3,5190.53,CreditCard,Normal,2013-07-19,True
12197,52517,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52517,10-4030-028673,,23547,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,22360,Have CreditCard,1,20130712,20130724,20130719,739635Vi89406,801.83,64.15,20.05,886.02,73181454.64,27659,4415,2,4840.01,CreditCard,Normal,2013-07-19,True
12198,52518,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52518,10-4030-023172,,16238,-1,Have No SalesPerson,6,8935,Have CurrencyRate,19052,Have CreditCard,1,20130712,20130724,20130719,740107Vi81062,1231.12,98.49,30.78,1360.39,73182815.03,27659,4415,2,5314.38,CreditCard,Normal,2013-07-19,True
12199,52519,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52519,10-4030-021332,,14398,-1,Have No SalesPerson,6,8935,Have CurrencyRate,13116,Have CreditCard,1,20130712,20130724,20130719,341447Vi50241,567.76,45.42,14.19,627.37,73183442.4,27659,4415,2,2891.62,CreditCard,Normal,2013-07-19,True
12200,52520,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52520,10-4030-021309,,14375,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,23793,Have CreditCard,1,20130712,20130724,20130719,841833Vi97282,1183.47,94.68,29.59,1307.73,73184750.13,27659,4415,1,1307.73,CreditCard,Normal,2013-07-19,True
12201,52521,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52521,10-4030-019405,,12471,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,2245,Have CreditCard,1,20130712,20130724,20130719,541838Vi8796,1170.48,93.64,29.26,1293.38,73186043.51,27659,4415,1,1293.38,CreditCard,Normal,2013-07-19,True
12202,52493,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52493,10-4030-016005,,6239,-1,Have No SalesPerson,6,8935,Have CurrencyRate,13616,Have CreditCard,1,20130712,20130724,20130719,624195Vi52920,69.99,5.6,1.75,77.34,73186120.85,27659,4239,3,219.6,CreditCard,Normal,2013-07-19,True
12203,52494,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52494,10-4030-018967,,12033,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,22469,Have CreditCard,1,20130712,20130724,20130719,1024216Vi90048,132.97,10.64,3.32,146.93,73186267.78,27659,4415,1,146.93,CreditCard,Normal,2013-07-19,True
12204,52469,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52469,10-4030-011406,,1640,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,16397,Have CreditCard,1,20130712,20130724,20130719,616454Vi67437,2365.94,189.28,59.15,2614.36,73188882.14,27659,4415,2,4878.61,CreditCard,Normal,2013-07-19,True
12205,52470,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52470,10-4030-011414,,1648,-1,Have No SalesPerson,10,8938,Have CurrencyRate,23599,Have CreditCard,1,20130712,20130724,20130719,516479Vi96193,2398.97,191.92,59.97,2650.86,73191533.0,27659,4197,4,7946.9,CreditCard,Normal,2013-07-19,True
12206,52471,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52471,10-4030-011953,,2187,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,5242,Have CreditCard,1,20130712,20130724,20130719,616744Vi24706,22.97,1.84,0.57,25.38,73191558.38,27659,4196,2,72.1,CreditCard,Normal,2013-07-19,True
12207,52472,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52472,10-4030-011176,,1410,-1,Have No SalesPerson,6,8935,Have CurrencyRate,15207,Have CreditCard,1,20130712,20130724,20130719,116864Vi61184,59.48,4.76,1.49,65.73,73191624.11,27659,4063,28,1458.62,CreditCard,Normal,2013-07-19,True
12208,52473,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52473,10-4030-011276,,1510,-1,Have No SalesPerson,6,8935,Have CurrencyRate,1778,Have CreditCard,1,20130712,20130724,20130719,316907Vi6323,34.99,2.8,0.87,38.66,73191662.77,27659,4068,27,1092.06,CreditCard,Normal,2013-07-19,True
12209,52474,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52474,10-4030-011113,,1347,-1,Have No SalesPerson,9,8933,Have CurrencyRate,15654,Have CreditCard,1,20130712,20130724,20130719,617050Vi63542,51.96,4.16,1.3,57.42,73191720.19,27659,4344,3,121.42,CreditCard,Normal,2013-07-19,True
12210,52475,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52475,10-4030-018885,,11951,-1,Have No SalesPerson,9,8933,Have CurrencyRate,17083,Have CreditCard,1,20130712,20130724,20130719,1217756Vi71098,110.46,8.84,2.76,122.06,73191842.25,27659,4415,1,122.06,CreditCard,Normal,2013-07-19,True
12211,52476,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52476,10-4030-021382,,14448,-1,Have No SalesPerson,9,8933,Have CurrencyRate,13283,Have CreditCard,1,20130712,20130724,20130719,218184Vi51032,69.99,5.6,1.75,77.34,73191919.59,27659,4415,1,77.34,CreditCard,Normal,2013-07-19,True
12212,52477,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52477,10-4030-015579,,5813,-1,Have No SalesPerson,9,8933,Have CurrencyRate,21469,Have CreditCard,1,20130712,20130724,20130719,918367Vi84254,9.99,0.8,0.25,11.04,73191930.63,27659,4386,2,38.65,CreditCard,Normal,2013-07-19,True
12213,52478,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52478,10-4030-013138,,3372,-1,Have No SalesPerson,9,8933,Have CurrencyRate,14797,Have CreditCard,1,20130712,20130724,20130719,1119022Vi58979,54.99,4.4,1.37,60.76,73191991.39,27659,4245,3,92.78,CreditCard,Normal,2013-07-19,True
12214,52479,2013-07-12,2013-07-24,2013-07-19,Shipped,True,Unknown,SO52479,10-4030-022620,,15686,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,5502,Have CreditCard,1,20130712,20130724,20130719,1219423Vi26041,573.98,45.92,14.35,634.25,73192625.64,27659,4415,1,634.25,CreditCard,Normal,2013-07-19,True
