PRODUCTINVENTORYKEY,PRODUCTID,PRODUCTKEY,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SHELF,BIN,QUANTITY,PROHISMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
441,454,67,1,Tool Crib,0.0,0.0,2008-04-30,H,12,604,2014-08-02,True,2006-06-23,9999-12-31 00:00:00,74df37f2ed0b432ac1f9b8d8a15ef85f367ca23317dda2013deb4e4bd2e70665
442,454,67,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,55,499,2014-08-02,True,2006-06-23,9999-12-31 00:00:00,b6d360726c3c2083c865f9d24646aea1a2048edc3e07665cf9869076b7c758f6
443,454,67,50,Subassembly,12.25,120.0,2008-04-30,U,32,481,2014-08-02,True,2006-06-23,9999-12-31 00:00:00,2e10cc4ac6f6678a1d948dd06234ab5fabf340f9c80ecb2119517f1c7e3e7bc8
444,455,66,1,Tool Crib,0.0,0.0,2008-04-30,H,13,608,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,0f63b86b477df146e5122c6190ed0c62765c030df6af065f71f50ba7bff6441d
445,455,66,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,56,502,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,6c3c2a38fd46e5fecb9012348880a947cd1c982b043e292c63a9ef0a0b8d0b06
446,455,66,50,Subassembly,12.25,120.0,2008-04-30,U,33,484,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,7e71107f898ab778d466d8995e02d25eea3728d98c8636c282302a5749903cf0
447,456,65,1,Tool Crib,0.0,0.0,2008-04-30,H,14,611,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,3b05e2252c1a055255d4f01bc0b72c8b8a59a4fe2370d2aca9a237c427bcd93e
448,456,65,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,57,505,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,fb574e1f439f1bbf8880eca240674a168b29a8782841bcba789f072f296a3018
449,456,65,50,Subassembly,12.25,120.0,2008-04-30,U,34,488,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,b7d586c875f40d6ba510a7105c90db45bb0d7130ab5a3d6b464653b304fa1296
450,457,64,1,Tool Crib,0.0,0.0,2008-04-30,H,15,614,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,a2ee07b44d66787cf8f07e9a118de22eb476e83d68e130389e27e579ec7c8429
451,457,64,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,58,508,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,67de069c21aaeaa10a31458eb2ab267c387e06da0439b54bbc737cc3e354c52c
452,457,64,50,Subassembly,12.25,120.0,2008-04-30,U,35,491,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,54abfc4e474f02a62f7366e2f80128f4d506b6558f038219def52a346b297ae1
453,458,63,1,Tool Crib,0.0,0.0,2008-04-30,H,16,617,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,6d05abcaad80b0ef496608f0579b7e69a8b8f14f45c2497bb39b1e919ee3ae67
454,458,63,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,59,512,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,a4c0f171d325c370cd9dd65e993ae0a58809cb32dc1886fb81fc086806892e20
455,458,63,50,Subassembly,12.25,120.0,2008-04-30,U,36,494,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,cea6439ca06a3847dfc1ce69c662610c707db7fc207be6e335aa625cfcde6828
456,459,61,1,Tool Crib,0.0,0.0,2008-04-30,H,17,620,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,ec991d55133b884bfa36c1f5f1e7e543489dc0bad93643bab9855f4751feda1d
457,459,61,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,60,515,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,1d93a78aa41aae93d34a4d0f66f973096aed26ca869d6bd1c37ba3be46b19ea1
458,459,61,50,Subassembly,12.25,120.0,2008-04-30,U,37,497,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,cf912e662131ae3289f1ce24d93610dd2f0ef90d75fd2c2ab0ff1288c31d71fd
459,460,71,1,Tool Crib,0.0,0.0,2008-04-30,H,18,624,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,1ce69648cdff5b6d001312db313836c7c19a3c95372e59d8b99d3bd582ff2bda
460,460,71,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,61,518,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,d74604b304f653c428e622bf60c36a1cb0552c3e2cdcf6e880f8956b030f4fba
461,460,71,50,Subassembly,12.25,120.0,2008-04-30,U,38,500,2014-08-07,True,2006-06-23,9999-12-31 00:00:00,3f750c516e30423652477efb668bc8841d62d6e2f6b48abbe72738289899c3b0
462,461,72,1,Tool Crib,0.0,0.0,2008-04-30,G,19,627,2014-07-18,True,2006-06-23,9999-12-31 00:00:00,516ce525c14069ece0563e5d28b81e0c5d487352a836717b3d2bf02be7006181
463,461,72,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,1,521,2014-07-18,True,2006-06-23,9999-12-31 00:00:00,aee268447738595b9ee98925328d4e2b1951b25b905d25ce5a6fdcc56ac7733c
464,461,72,50,Subassembly,12.25,120.0,2008-04-30,K,1,504,2014-07-18,True,2006-06-23,9999-12-31 00:00:00,75b3216b0de231045a778b06ffbd3317dce87cd3a69b274d2f590d6c55da8914
465,462,73,1,Tool Crib,0.0,0.0,2008-04-30,G,2,310,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,511ddf8b50f4d4856e9812584625ec0345c73a82b277e5eea5fc1134924b4a5a
466,462,73,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,2,204,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,4819ed5e12e3a669a181c006e72f81394d79bc0df7cf4fe9f4f3338363543bf1
467,462,73,50,Subassembly,12.25,120.0,2008-04-30,K,2,187,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,ee03b466d454dffaa1317b9ab3aa1580bb4cfcda3e2d29cf3bffac64d266b6c5
468,463,74,1,Tool Crib,0.0,0.0,2008-04-30,G,3,499,2014-08-06,True,2006-06-23,9999-12-31 00:00:00,4c6ea341bc86cc03527926851499e5679655f11ebeac77ba0af641d594a59694
469,463,74,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,3,566,2014-08-06,True,2006-06-23,9999-12-31 00:00:00,8214eb98e3ae3c294837d3bd7a47f5062a4c383adcf558abc78d04635179f4f6
470,463,74,50,Subassembly,12.25,120.0,2008-04-30,K,3,620,2014-08-06,True,2006-06-23,9999-12-31 00:00:00,331f1891c5e2daf813654f3ba8e76809a41cc8994732be032f2967c53adc935c
471,464,75,1,Tool Crib,0.0,0.0,2008-04-30,G,4,500,2014-08-06,True,2006-06-23,9999-12-31 00:00:00,d8e64184a4bab751a0b197e700ca2cedfe84a1800dc7da7d7a35d42fcc04a39a
472,464,75,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,4,568,2014-08-06,True,2006-06-23,9999-12-31 00:00:00,0af1f7f5161dad8d41ebce5ec531b1a5f4de7286f141e3cbd96a0497df2f48dc
473,464,75,50,Subassembly,12.25,120.0,2008-04-30,K,4,622,2014-08-06,True,2006-06-23,9999-12-31 00:00:00,10305c1a9cfdb3802ca928b39d947656adaed51f3cf6aa93b46fd2b9f03b18f3
474,465,76,1,Tool Crib,0.0,0.0,2008-04-30,G,5,502,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,41e08f74acadff2b4bc932837e7b85ecf8ba49a8726455ba7d565d88f223824f
475,465,76,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,5,569,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,6d3d54693244dcbf76ab737695e70e09c23642a5d1522bb4e8f7500d410d1023
476,465,76,50,Subassembly,12.25,120.0,2008-04-30,K,5,624,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,a52d9d06bfb865608a071baa40792ba33234278735bba0901f4636951b1be57d
477,466,77,1,Tool Crib,0.0,0.0,2008-04-30,G,8,504,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,855bae120b5fcb2a82c4782b85f6bb66f3cec494597413858d169a084bc11acd
478,466,77,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,6,571,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,3cf2fa1676f19ecdbe6d87f588c43a73ef39e5f603148d58660fa3a9a7e46b90
479,466,77,50,Subassembly,12.25,120.0,2008-04-30,K,6,625,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,a99fdd3e158f386a627c7119fad390bf11b9c8d2a75195f67923cb5c49ae396b
480,467,78,1,Tool Crib,0.0,0.0,2008-04-30,G,7,505,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,1b05d97736e063c38ad306a4acddcee66e46708e870b1e38648975c4948d8f4a
481,467,78,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,7,572,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,97290fa60730bcb8948c30c96d055ac50ed25d49a105b9becaf561d8fcb6e1d0
482,467,78,50,Subassembly,12.25,120.0,2008-04-30,K,7,627,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,1d57fa6dce9c5255232c751a7c690d58697dbe548a24087e2a3e25b5925302bb
483,468,79,1,Tool Crib,0.0,0.0,2008-04-30,G,3,507,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,49b74fc4797bca2d1d7d1c8bb2a21d5f1a8c82cab3521f7a897522417696543d
484,468,79,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,8,574,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,a0a9f57c80611d3618d03d864552a98dcab6924067dce43658bd954639462f47
485,468,79,50,Subassembly,12.25,120.0,2008-04-30,K,8,628,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,cdf0f2f9413015c84cdca039b974645a41e22d22e0b7e53fb7681b54e1e88241
486,469,80,1,Tool Crib,0.0,0.0,2008-04-30,J,4,508,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,9f929c38a4b21860bde65c375acc1fc07a2675f6d33d034d61b4de48e900f618
487,469,80,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,9,576,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,038679d4a6b29369b78df66d68a4d4a9495f30e140120eb5162da98ed28e551e
488,469,80,50,Subassembly,12.25,120.0,2008-04-30,K,9,630,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,5c30799d8d671df2a0fa30f7ae6f383c93b96bb22358bbb3ca235bf9c3d30d53
489,470,81,1,Tool Crib,0.0,0.0,2008-04-30,J,5,510,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,1eca3204ff315ea2eadd9e3f6a1e09c5ef4a703cff5f0dccf3bce6353d096684
490,470,81,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,10,577,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,fb0db0e570d5a0645c038e7a8f0584c1d896ae64cfee3beafb47bdf6ba7037fa
491,470,81,50,Subassembly,12.25,120.0,2008-04-30,K,10,632,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,bc9c21c3d79ab055a4350314e330132f9c650b9f060cef1e17bf0b1a9d2ac944
492,471,82,1,Tool Crib,0.0,0.0,2008-04-30,J,6,512,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,0baca9b55b42ccc5ecb91cebf43d16d49583b2e8a01176e685979ca45c877ce1
493,471,82,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,11,579,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,22f5c6453831a3ab87b9eeccad2cc0db923f4a70e15a509b6af767917ab0c6d5
494,471,82,50,Subassembly,12.25,120.0,2008-04-30,K,11,633,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,9416fd213553f2f5dd3dd8ce3c32154316ff1d60a38a916deac9754c6af490b3
495,472,83,1,Tool Crib,0.0,0.0,2008-04-30,J,7,513,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,da2153ae389caa3b8dd2265ec60ca50e3c9dd25b2d3da744d66d9fe2e963d202
496,472,83,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,12,580,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,89931412083866b4177ec274a4cb5125e174882bb373e8833c8b6baa34eccc7e
497,472,83,50,Subassembly,12.25,120.0,2008-04-30,K,12,635,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,4d5772f2f7f74942a9fe2242a839541eb50f777f536bd4203dab65032d85ea9d
498,473,84,1,Tool Crib,0.0,0.0,2008-04-30,J,8,515,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,a272b6a118c5a3946ecb41097287fd20a4c079759532eafc124a0e85af7ae4a7
499,473,84,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,13,582,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,57b0a55cfff4b007b0a029e15d58f4a9faa6715179d61ce0cf29d0a52ac307b9
500,473,84,50,Subassembly,12.25,120.0,2008-04-30,K,13,636,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,15ee66fa80cac85209e0d32b21ca22cf55c58175b6b97c2a658c626b723ddaff
501,474,145,1,Tool Crib,0.0,0.0,2008-04-30,J,9,516,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,207cfccf111965f0e923df757a294c214ee4de2009855826206525f4dae1cb6d
502,474,145,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,14,584,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,c49a23e567d45393e1d35eb501ef56403b1c46e6505a1028b450801ec67df935
503,474,145,50,Subassembly,12.25,120.0,2008-04-30,K,14,638,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,bc5be94f81131463f4f23e622da8494596ab77a315fcb41b95c88297289fa627
504,475,134,1,Tool Crib,0.0,0.0,2008-04-30,J,10,518,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,e6f63f6b17f95d618372ccf283897920f93e8a50de2c99fcd0900d6e125cacce
505,475,134,6,Miscellaneous Storage,0.0,0.0,2008-04-30,H,15,585,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,e78f529c05e1aed18186aa603a5ff3f9544a6c9fd3cccf6f10db7d6478adce75
506,475,134,50,Subassembly,12.25,120.0,2008-04-30,K,15,640,2014-08-01,True,2006-06-23,9999-12-31 00:00:00,0209430c82a4d825adf3ae59eb9369190e4b029bd350cdf8d03eca8fbe5019bc
507,476,135,5,Metal Storage,0.0,0.0,2008-04-30,D,0,324,2014-07-19,True,2006-06-23,9999-12-31 00:00:00,b474fe8bf3534f93480310e99a45d7e2aba071756543f72f3dc50505c2ab32eb
508,476,135,10,Frame Forming,22.5,96.0,2008-04-30,A,0,404,2014-07-19,True,2006-06-23,9999-12-31 00:00:00,2bef0fe9ef33b6c5da4b0ba80ba4b31f471038f61a0dd7c7b5f417d8f6403626
509,476,135,20,Frame Welding,25.0,108.0,2008-04-30,B,0,355,2014-07-19,True,2006-06-23,9999-12-31 00:00:00,be6b8e0e8cc80adf86a353d4cdf47881f019fcd97cbdefcb53a77000f5e503d2
510,477,136,2,Sheet Metal Racks,0.0,0.0,2008-04-30,B,0,403,2014-07-19,True,2006-06-23,9999-12-31 00:00:00,65c41a89a5d17ac352441063008622349974e23e719feedd49a211d286b92724
511,477,136,5,Metal Storage,0.0,0.0,2008-04-30,D,0,323,2014-07-19,True,2006-06-23,9999-12-31 00:00:00,ad95ec04a2fc0ac06e11356152f0eb7b536763dfdfb8d8cc965919f682a1654f
512,477,136,10,Frame Forming,22.5,96.0,2008-04-30,A,0,353,2014-07-19,True,2006-06-23,9999-12-31 00:00:00,44a326bccd25a518f9c4f1a32dad35737be3996916ae6c0a8becd18b307fa27e
513,478,137,2,Sheet Metal Racks,0.0,0.0,2008-04-30,B,0,497,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,598997d97705f3aa63328db492668aff43b7e2b445e00f8bc67bb34132a1e089
514,478,137,5,Metal Storage,0.0,0.0,2008-04-30,D,0,568,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,9254daaa816d2f3c27d816ab66e89ea71a4d0f3ea53c8abe34a470abb3800e82
515,478,137,10,Frame Forming,22.5,96.0,2008-04-30,A,0,622,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,780a2b349683bb8e42217e9303059ae389fd725c99d73828e92376541978c77d
516,479,104,2,Sheet Metal Racks,0.0,0.0,2008-04-30,C,0,441,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,b8221a729f41edb5ccbf887605b7520e7cf9c49291c1c85dface381d2fc9aec5
517,479,104,5,Metal Storage,0.0,0.0,2008-04-30,E,0,390,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,debb462136fae3a2f700bfcb5991f1f8e6aa6f6697362a3709ba964b861b851f
518,479,104,10,Frame Forming,22.5,96.0,2008-04-30,C,0,198,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,6fb57ec18f71bd8f23f080622fef45d56d31c5a4798007a2e30028f995e5f670
519,480,139,2,Sheet Metal Racks,0.0,0.0,2008-04-30,C,0,689,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,d112e1e1047dad7461ed4332183cd392d635fb3eef3040767d09b87534c10b10
520,480,139,5,Metal Storage,0.0,0.0,2008-04-30,E,0,515,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,805070653494b17ddbc8c12b04a128f2e297edecac025dbfffcd19c26ffcef93
521,480,139,10,Frame Forming,22.5,96.0,2008-04-30,C,0,457,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,6c1758a4af51ed8e66b968787c345d500e6c773cb44ac7cbe9b0d68117f9ded4
522,481,140,2,Sheet Metal Racks,0.0,0.0,2008-04-30,C,0,427,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,85aee8135d4d90681d8e9b79936e084f437ca3f01613819fb66749d0636f0f2d
523,481,140,5,Metal Storage,0.0,0.0,2008-04-30,E,0,374,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,c98222c42ea521d42ac2aa599b6a0e36b512934e0080741f7f9a045916bffb6d
524,481,140,10,Frame Forming,22.5,96.0,2008-04-30,C,0,196,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,4e7a6cd0197e544cdf4b69b0388f5b3a3a883bccce7d24704d2b57af0c46e05b
525,482,141,2,Sheet Metal Racks,0.0,0.0,2008-04-30,D,0,321,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,b74d28f99a70c93a9672afa3bc9cec2d8c5dfd0565a19da6a2c2cbbc1a751ae6
526,482,141,5,Metal Storage,0.0,0.0,2008-04-30,R,10,427,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,ae20a1e91743075528473e7003d56afd8ea69bfcb9d6109c38360fdf0ee44de9
527,482,141,10,Frame Forming,22.5,96.0,2008-04-30,L,0,176,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,302189c7e188d7adb8e582424eebfbd2dafc49ddde6fb2e7660de0712b9838e7
528,483,142,2,Sheet Metal Racks,0.0,0.0,2008-04-30,D,0,691,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,39b8591b8e21689204f0a7912d159b477911bf78c207ff7ccf4080a56981bb2c
529,483,142,5,Metal Storage,0.0,0.0,2008-04-30,R,0,531,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,647191f5214708c17272d2fe488cc031d79f6b323189db08d5a3ba439370cc31
530,483,142,10,Frame Forming,22.5,96.0,2008-04-30,L,0,459,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,7964ac6cd9cedc30578df51ff9962d19d0e0f03674e77a0b1d9375a8f7d50b62
531,484,143,2,Sheet Metal Racks,0.0,0.0,2008-04-30,D,0,427,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,62bdbb3aea0aa5f893a256900054ef87a174148a15b9863532f3451912d03e0a
532,484,143,5,Metal Storage,0.0,0.0,2008-04-30,R,0,374,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,7547971193e0693439b20cb3d83a9f7e8c370030083483913893c55933f8847b
533,484,143,10,Frame Forming,22.5,96.0,2008-04-30,L,0,196,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,bc9c76bd9b9a004608859b3d9d646b57605c20a20eab671ffa94388051720a42
534,485,144,2,Sheet Metal Racks,0.0,0.0,2008-04-30,D,0,321,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,4bcc6ec0576c83f18ce9365f116cd0d8c9acf0b9cf800bd654873019b2485443
535,485,144,5,Metal Storage,0.0,0.0,2008-04-30,R,0,427,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,5fdd2449ef3367d2d370fd82ea30ba381ac6469cc14bbb146d10b9d64861c7e2
536,485,144,10,Frame Forming,22.5,96.0,2008-04-30,L,0,176,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,2272de02c849bf941596f9b57a0e57a5b3c6d5cbd0895acd58f8187da472cf4c
537,486,133,2,Sheet Metal Racks,0.0,0.0,2008-04-30,D,0,689,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,05f8b6d5030168f9285d3e0a6323d8744bf4e7a3e9fe72552e5e5a186d0e7b86
538,486,133,5,Metal Storage,0.0,0.0,2008-04-30,R,0,515,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,99faa3e352cd876023d0b3b8d1a425114e0674cbbbd65f78a7f7f52d9b06fb1b
539,486,133,10,Frame Forming,22.5,96.0,2008-04-30,L,0,457,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,a7ae39ad058d7831ac2592d619f2006104d0bc43d5ca7ffda5a480009d154e4e
540,487,146,2,Sheet Metal Racks,0.0,0.0,2008-04-30,D,0,331,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,208d92210734f0cdea89464aed379071a00948a55449060ca03a558e092a9b8f
541,487,146,5,Metal Storage,0.0,0.0,2008-04-30,R,0,337,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,1d9f22096ba6a8ad6da3a1f3a89e8874d07fc5bdf74b8c120c644d45bcc60cf0
542,487,146,10,Frame Forming,22.5,96.0,2008-04-30,L,0,324,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,62ba96838d557961837a31d6665e91bb5e42e3388191fcea9bb005eccdf037af
543,488,147,2,Sheet Metal Racks,0.0,0.0,2008-04-30,D,0,312,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,493e62ca0ff420cce571c86c328fccd62d998644a508930600965e6226fcfab3
544,488,147,5,Metal Storage,0.0,0.0,2008-04-30,R,0,318,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,986d77fc9d8cd542f8f9862a27920a14ee2c0e3e567e025e2928b02d96e7a335
545,488,147,10,Frame Forming,22.5,96.0,2008-04-30,L,0,305,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,facb8b6c7f6be2e333cc8037d516445b70ec841cf6300b322e1fcb6bcf3401d9
546,489,148,1,Tool Crib,0.0,0.0,2008-04-30,J,1,612,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,43539f7d9bd7d9ceff8500bb6c0097fe084e2cbd3c0db5c2494d1bb87fd55517
547,489,148,6,Miscellaneous Storage,0.0,0.0,2008-04-30,F,9,619,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,698df07b55668c6d5e5d747203e72f538501e7da7d70d70677e2b704d1d5d0c5
548,489,148,50,Subassembly,12.25,120.0,2008-04-30,N,1,606,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,abda2ee14f3d318bd97104ba57063393a2ab6636dbcf626a378347cec4ce2801
549,490,149,1,Tool Crib,0.0,0.0,2008-04-30,J,2,593,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,3305ad02a7cd695080e60cdaad627f09d6cfc0dc0600bbb20c7e92e482bc728b
550,490,149,6,Miscellaneous Storage,0.0,0.0,2008-04-30,F,2,600,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,b4ce359f024bf7f80637e829ad71fb775cf0aea8cd47437289feba12bf591789
551,490,149,50,Subassembly,12.25,120.0,2008-04-30,N,2,587,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,1ab2996204e185035037c220b0ddaf73b35bfe2c98ff34495ecd320c086eb917
552,491,150,1,Tool Crib,0.0,0.0,2008-04-30,J,3,254,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,8537a8f5f2013ffcbffcb2f71be0ec9a59f1f66d4ce0cb382850024754691713
553,491,150,6,Miscellaneous Storage,0.0,0.0,2008-04-30,F,3,420,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,10f03221ab94be3a86b5f1afb5b5f55732f6ed94ca4a16f47e413f2861729d45
554,491,150,50,Subassembly,12.25,120.0,2008-04-30,N,3,248,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,5b8c82e07c6ed3113e4686e8b6bda147e4f344da7a3ab8b7029e62e028541189
555,492,151,3,Paint Shop,0.0,0.0,2008-04-30,A,3,17,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,7513aa98b21854d50a21c922cad84362dc7b01182c428646f54905c5e87572dc
556,492,151,4,Paint Storage,0.0,0.0,2008-04-30,A,6,14,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,a1d38a2c520f77331bcda0d819e624af9dd7b7b175372f1d0f36bbb8b10aa363
557,492,151,40,Paint,15.75,120.0,2008-04-30,B,2,16,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,66c6565735311b85c956252f957543edd78737f8d00f6884ad84e6936d7bdfe2
558,493,152,3,Paint Shop,0.0,0.0,2008-04-30,A,2,41,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,9c4f622401e87fa7c4889452c6dfb619945047d58cbfdc386153b2593bc77b5b
559,493,152,4,Paint Storage,0.0,0.0,2008-04-30,A,8,24,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,d581dfe3ad3f6b90b869dcac1a4ad68184920dedfcd94fb842d7058923d07f37
560,493,152,40,Paint,15.75,120.0,2008-04-30,B,1,28,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,d947d48b8a312377fda948ceb10ef6ed77f7385c5c23072c035582a199090db5
561,494,153,3,Paint Shop,0.0,0.0,2008-04-30,A,1,49,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,d93b3b9ef8953285396493cc6dc876535e78856e05584c4670bc594d2c2a5a9c
562,494,153,4,Paint Storage,0.0,0.0,2008-04-30,A,7,12,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,0674ca1ba883b4ac3410d2071475614d763ac1e513ee3e7bc9537cfcabb56c79
563,494,153,40,Paint,15.75,120.0,2008-04-30,B,3,4,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,9705640d6ffecf0632b6e991aef5bb3a48d11a04058ea64accf1c47b8fe7f7ee
564,495,154,3,Paint Shop,0.0,0.0,2008-04-30,A,5,49,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,d29bee2532308a322c8ba627129ddb3fe62ac92100510e7e8736729065cd997e
565,495,154,4,Paint Storage,0.0,0.0,2008-04-30,A,9,35,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,1f254f9f4007870b0370b881f74b8d19e7a0e96b5aaf7d7883312258ec6f0980
566,495,154,40,Paint,15.75,120.0,2008-04-30,B,6,25,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,0649dd83dbb26daeda578f64cfbcf2f5a6331cc9bfe498ff63c67e6e35ac1ac0
567,496,155,3,Paint Shop,0.0,0.0,2008-04-30,A,4,30,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,88bbc21f78b0a491d124fe1a93c45873a5e7face945d14d7c14781367b6a2180
