WORKORDERROUTINGKEY,WORKORDERID,PRODUCTID,PRODUCTKEY,OPERATIONSEQUENCE,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SCHEDULEDSTARTDATE,SCHEDULEDENDDATE,ACTUALSTARTDATE,ACTUALENDDATE,ACTUALRESOURCEHRS,PLANNEDCOST,ACTUALCOST,ROUTINGMODIFIEDDATE,SCRAPREASONNAME,SCRAPMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
7071,8783,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.5,87.5,87.5,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,f922697f6316a5296038cd6f8ad1413f030d45020ccc06c1425f399f3a89341f
7072,8783,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,a39f9edd3c4dddd8eb3f4a03f3ad26fc1f0a93fc84b2b615b006acc9868b9f27
7073,8784,817,475,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,f86f232ef42f8f7c9ec7df7f0837e9443ecc1eb091b918e89db8a9b72fd4776f
7074,8785,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,abcbb17171d69a2a2f08fde845dd54031bce9bcdada19d3ff02e9003df620273
7075,8786,825,474,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,5154d61c30503004d85f351017c017bf20e829b96b39cf5a6c0360a8281ae55a
7076,8787,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,37f5c33abe97766cd36422d5409d4a9a6ec4ec0538e7e6d762a0bf8c8a0de3c2
7077,8788,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,c55a025e16f51022b13b67688c32c57b86260c54fe1616b8b4cc8e8e9b2b3b2c
7078,8789,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,4.1,92.25,92.25,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,4b87d3c834483c4fd3f160167c801b2d4056e9d9bd30e9a9a5217199e0945cff
7079,8789,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,c2f1714c86508e48e3e67b45e07e3b30ce4faf099b9ef30a18a19ad2cc5ec876
7080,8790,951,305,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,00e939eec9b2e7f0031080c95904408f5b9e19b553d3346ff747f66b5999471b
7081,8791,996,425,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,81ca0986505bfece7eb0a0710757f525f5b578ee5272ccaeb847fcdbe59a7d7e
7082,8804,804,1,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,4.1,92.25,92.25,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,0192050c2b21a66d205bd95b5f6f821fcefe32d038983b67c97b5edf5e783d8f
7083,8804,804,1,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-29,2012-01-09,2012-01-17,2012-01-18,3.0,36.75,36.75,2012-01-18,,,True,2006-06-23,9999-12-31 00:00:00,0d30b640c21e51d382f9b9d8f075b5a81776b563ad2ecbd2fd398f4296f9c3c9
7084,8809,751,314,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.0,49.0,49.0,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,5757152e9ceb59570d3410f9a47e2d12ac13af65ca3e9645af77514b834a4ecf
7085,8810,753,316,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.0,49.0,49.0,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,df2ceedb85ce182ec8b5b1dcfd8ddec6267603a9ef86ed50b6755cf746f41eac
7086,8811,763,347,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.0,49.0,49.0,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,fef0a6dc12df59cc7b7de9d65a36e5367f7308d67fbadec823b7397d5bdaec75
7087,8812,773,12,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.0,49.0,49.0,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,385d5758ef28a1af6bdf22ca9cb6fe6a87e9a20979bbf25c1ec540f529825c63
7088,8813,516,54,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,3f9525f1c498cbd5eea6394898a277460d0f1c643e19f9d69f1da742f448e758
7089,8813,516,54,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.0,49.0,49.0,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,1beeaf7bc23b34f9f7fadd9b34ec31519523c8af8cc33d261d0f0288025f1a49
7090,8814,517,59,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,c50a362df807de07c5bfcb6b25abed4fc495d765b5158a95bfaf965f837f7132
7091,8814,517,59,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.0,49.0,49.0,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,9ee6b87bdff912dfb934fc7fb62b2eb307adf2e8cc5cc61a4fb49dc1ea52a029
7092,8815,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,bb6cd6413371b9d06cf66df04aa4ec598651ac4d76ad210ab1122b6755c19202
7093,8815,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.0,49.0,49.0,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,1fadd83f415da4771a142442175a513979a7d4e456f3a96647a769ae5175253b
7094,8820,806,467,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,939fae8245c838144c708456cbb06a9f0c6ce3478e5a0d0c4da6fc98dbd5331c
7095,8821,807,466,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,a73dcc5280f9a400cf8072875e0b84913116fd1e10cf21578d57959fda8718c1
7096,8822,810,448,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.1,92.25,92.25,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,37ca72c97836ba1d11ea8c72061df860a8d4a0f5635e9845e0b33dda39da7916
7097,8822,810,448,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.5,87.5,87.5,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,b7a0cb2e8ffdf7ca365237486c35aad9b25f40869e7c8323ae93b41f530b81a9
7098,8822,810,448,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,23c5bbc8ead2a89fb0c6e0cece2d7c51f05cc0a0091e71d370fbe9c940597672
7099,8823,811,455,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.1,92.25,92.25,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,af3dcc0753d7041a0404214a6a0c9e8c7c45654c0cea922d7dd829a44a59cb65
7100,8823,811,455,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.5,87.5,87.5,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,503c7c156f4ea40a92cdf4e44803b66ce2382432b1ee927eda75c7234526246f
7101,8823,811,455,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,85d2185dab369376dc81f5a853be249936331005db0a3ae7bfef4af8bbe9956f
7102,8824,813,449,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.1,92.25,92.25,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,372749f994f02024aa2b2dcb611cd80cdf6242d4b0e0624ff015ccd80962a8dd
7103,8824,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.5,87.5,87.5,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,8d3c97ac9a46e266c2ce839b8f057bac7f7e2da4dbf6238f3cd81c5ebed54d02
7104,8824,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,e90b3836ef58222012759f6ce681754e8a4c3cd46d820dfb04f5fff154083644
7105,8825,817,475,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,ed926f022fe8ae2f325f1c7ce1ef863722bc78d70f5e74655b321e11135a50cd
7106,8826,818,484,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,5e946a29f967f2f5f74a56d6d0225c0ce44e23f2c19c301ca581d0b863949bbe
7107,8827,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,e8922b4a4b131f11a3a1e50ba6d3f725e31aad6ebef3956a7da7e8ee1d43d539
7108,8828,825,474,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,60a852a1e4dd99105841036be22a8b7b4371f93b1ca4f577dd53b3fb961d6fc8
7109,8829,826,482,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,62bd287c8b677f756144c6099c5fb95636104b1374cdef4e8345522d700a9ab5
7110,8830,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,82c5d20f68cddae8054a73cfc5f005ed033d3aedd381841d5f0677189e015042
7111,8831,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,ab5cae0e09fe78561dc4b9b8dcc35fdb3492077170b9276a3b07efda5c64a302
7112,8832,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.1,92.25,92.25,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,ac73f4226f69a31cc60d299f21051ea11efc24f41098664d0174cafeb9e71edd
7113,8832,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,f500dc31fa8ca530efa64fa0b81c6f80187dbb47f51257f202f698d82139d58c
7114,8833,950,306,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,5431f1a0e8f986c6856d1b34e679eb882f8311e38683bc5d3d7230d20ce883dc
7115,8834,951,305,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,bb0db4e9565c5d2874499c1852d6889ea4452b2b4ab0cf624e19683de5573fa5
7116,8835,994,427,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,9df68f369b85d9265dfc438258fd859c2d5fba7f3e408a8456534b1790d58cb9
7117,8836,996,425,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,e609e189170fbb3baae6f780fa8928e1fd3c365117c785c51f5a905d59cc94b3
7118,8850,802,3,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.1,92.25,92.25,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,297f0bf7a11e84a169b350953a0d0aa0b6579e9e201303419bc5b37c96a4b611
7119,8850,802,3,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,fff1b241f2d2af99907f0653f47b8bd1574b62ddee9c088a95d9c1b7fa5a19c0
7120,8851,804,1,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,4.1,92.25,92.25,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,96a3b1e20c2e61e9b3e4c7660dc7b7f1b5f4c2aa2b49851270aeab045754f219
7121,8851,804,1,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-30,2012-01-10,2011-12-30,2012-01-10,3.0,36.75,36.75,2012-01-10,,,True,2006-06-23,9999-12-31 00:00:00,d31d298acbd2313b853fc1663e038830c32eb4348fe5736c19b1ae587f37a742
7122,8856,749,317,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.0,49.0,49.0,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,ec98c9647d86cb14ff2e7818425b7f675757f0d694ec821d90f87398656b012d
7123,8857,750,313,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.0,49.0,49.0,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,142f0eb4282be6db4fa1961520942c579a0576815724a75ec2f7bfe7f2cf2443
7124,8858,763,347,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.0,49.0,49.0,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,792cc3ba2d8241c4d30116bda1564a4a6010f24753b40697c2984a438a8a279d
7125,8859,766,344,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.0,49.0,49.0,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,44fe5bec693d687241b754b711e8ee6d7a838c186eeef32e27ab546785374c11
7126,8860,777,17,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.0,49.0,49.0,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,6265e92b37062fecdb2a8cb248ea277ab070f89d83d5d8d597484cc2581e3861
7127,8861,516,54,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,7798a2cd518b9cb65b38760046957a214bcba381ee2addb2d3498cf79ea03150
7128,8861,516,54,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.0,49.0,49.0,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,5e3fb50c6ac39a21689cc91a8422451f69b8ab626072d909a21a8d84f65165a8
7129,8862,517,59,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,0f78bd055125a0f1dce293f1c0bfa2e8e622a5b8138d1a2d0a3ab4f6f7a04fad
7130,8862,517,59,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.0,49.0,49.0,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,8fb408f631471d6be80e43bd15ec9f50a86962f29ae58b588359c1cb9f00f013
7131,8863,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,8ee8b39d2a88b65c8fe5e112090d38242444de891883370631c8a2f3f28c9a4a
7132,8863,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.0,49.0,49.0,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,dc64b5a4cc32a1dbeb5cac2e172474a948e43cb0ee4ec30a0afba626a6c57990
7133,8869,806,467,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,ee76f38f7dbe98b2f86f04106a586a7712fa4f9c9bc0cf2521fe5143948e0e7f
7134,8870,807,466,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,df3a10ab5cc47fa6436158b242408d3bf7b723fc951f5f4d93097b383fd9fde4
7135,8871,810,448,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.1,92.25,92.25,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,cd7df2737e46c2076e714b59f35d30d493b8e415064e1dbfd8213b18bd0b46d9
7136,8871,810,448,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.5,87.5,87.5,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,e95cafe78de627fd02652be4a8f34d8e841a8fd8831fdac19342b298b20ad36f
7137,8871,810,448,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,01a467aeb713225eabcda4ba4a8cdd8787340c2cadf5a8194ee53eeb53ac5a1a
7138,8872,811,455,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.1,92.25,92.25,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,2db298964ca845ff27ac565a86046787c132cfe3efd9b0f193743ba1e15722a5
7139,8872,811,455,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.5,87.5,87.5,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,1143c6d52e749b90ea92788fc27c1e51db2999a155f4b8b9f417e19df5c9d22a
7140,8872,811,455,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,172d317a4a42dc62b5ff9e7b7cb77471c8d09099d843e358e79b0ccc2a0e5d00
7141,8873,813,449,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.1,92.25,92.25,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,6661a4ac27ce6370aed1f7be7f1111c8244f8106c4b6bf2271a8d556e496dff4
7142,8873,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.5,87.5,87.5,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,c16203576ddbc8507cc2db145759a2238cc31b9e798cba3160a040d4588ab6ba
7143,8873,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,ec8e6915e8154756ac19134161d7c399b90b3126d42619a6e0793e43bc47160d
7144,8874,817,475,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,bb954f2d0705ad3399ac473552c890eb34369e6ad7214d4b3dc4d9a54c2def09
7145,8875,818,484,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,d33f07a450afe7a223d78ac7bfd469769e1c536a9338b3a4f8cd8e4bb23d53e1
7146,8876,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,2dd37c22b551c691ae82b452a6dc475c17d4ebee38daa289080f00b55ce76128
7147,8877,825,474,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,7c77117a8fd39c9b40f5724448fe82983b6560052c3ebf231d07dec2c70b3868
7148,8878,826,482,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,ad9e5ad3873e886094645dd5ecdea30beaed1883549179147873873dde940b08
7149,8879,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,e61cb9f80dcbf3de9db86bb2284eb4b409da2e21ba5e916641d4f9be3b23332d
7150,8880,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,15861021668c664247e965b7f0018197e5e0327667427c828731aad22dda8034
7151,8881,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.1,92.25,92.25,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,0963e7144bb1f03d371259aff91f05bb62f789fd35e1f50cb011d609a588386c
7152,8881,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,1d0cd3e7dbe773727979b14322e0b64afc76b408c17771f95b01df85fb336735
7153,8882,950,306,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,90cf87bd3cb6ad4c296e8d27f397c863f51c6a6f43cc8724e245989bd634b72a
7154,8883,951,305,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,a7a46f8dcde0177d5f197741b3ed1081408d3ea848db0a601f3c6840f5bbf02d
7155,8884,994,427,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,ec0d35fedd50114283bc58d3df6ee243cbffab486a4e05dbfa9ba302270ea661
7156,8885,996,425,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,878afd82bfa7a3d8a98968b3387d02dbc2aa19a5d9e21cd235296f72d9190aa5
7157,8899,802,3,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.1,92.25,92.25,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,0eccd3ccad0520ac9c4207370e98283e022f6fc6213709273f80905b03cc29da
7158,8899,802,3,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,93ff39c7f35518c89eb03f2a8161e4347470dd6b6a29f5ba1e44152a4acbc04f
7159,8900,804,1,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,4.1,92.25,92.25,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,b71e1b2c5c3ce1073cd6888b10e0734962126d23961d18cbebddba037f3016f8
7160,8900,804,1,6,50,Subassembly,12.25,120.0,2008-04-30,2011-12-31,2012-01-11,2012-01-21,2012-02-02,3.0,36.75,36.75,2012-02-02,,,True,2006-06-23,9999-12-31 00:00:00,f34f18c0285eec1a8b69b15d7498481d0b1e31b1e27d2ad6594575926d2eb90b
7161,8905,749,317,7,60,Final Assembly,12.25,120.0,2008-04-30,2012-01-01,2012-01-12,2012-01-02,2012-01-12,4.0,49.0,49.0,2012-01-12,,,True,2006-06-23,9999-12-31 00:00:00,cd1a2b167375c8a3f6e8e1f8095e06b560f5a290ce3b5440d5d5f67c46ee87a9
