SALESORDERDETAILKEY,SALESORDERID,SALESORDERDETAILID,CARRIERTRACKINGNUMBER,ORDERQTY,PRODUCTKEY,SPECIALOFFERKEY,SALESORDERHEADERKEY,UNITPRICE,UNITPRICEDISCOUNT,LINETOTAL,TOTALORDERQTYPERORDER,TOTALLINETOTALPERORDER,PRODUCTRANKINORDER,DETAILMODIFIEDDATE,ISCURRENT
48301,46059,8815,ECBE-4E0D-B9,1,348,6,2982,419.46,0.0,419.46,33,29446.75,10,2012-03-30,True
48302,46059,8819,ECBE-4E0D-B9,1,349,6,2982,419.46,0.0,419.46,33,29446.75,10,2012-03-30,True
48303,46059,8808,ECBE-4E0D-B9,1,384,6,2982,183.94,0.0,183.94,33,29446.75,16,2012-03-30,True
48304,46059,8811,ECBE-4E0D-B9,1,385,6,2982,183.94,0.0,183.94,33,29446.75,16,2012-03-30,True
48305,46059,8817,ECBE-4E0D-B9,1,381,6,2982,183.94,0.0,183.94,33,29446.75,16,2012-03-30,True
48306,46059,8816,ECBE-4E0D-B9,1,379,6,2982,178.58,0.0,178.58,33,29446.75,19,2012-03-30,True
48307,72624,115268,,1,21,6,34097,2319.99,0.0,2319.99,4,2394.97,1,2014-05-10,True
48308,72624,115269,,1,494,6,34097,35.0,0.0,35.0,4,2394.97,2,2014-05-10,True
48309,72624,115271,,1,310,6,34097,34.99,0.0,34.99,4,2394.97,3,2014-05-10,True
48310,72624,115270,,1,501,6,34097,4.99,0.0,4.99,4,2394.97,4,2014-05-10,True
48311,52872,45345,,1,548,6,12547,7.95,0.0,7.95,3,15.23,1,2013-07-19,True
48312,52872,45343,,1,502,6,12547,4.99,0.0,4.99,3,15.23,2,2013-07-19,True
48313,52872,45344,,1,504,6,12547,2.29,0.0,2.29,3,15.23,3,2013-07-19,True
48314,70462,107297,,1,463,6,32003,159.0,0.0,159.0,1,159.0,1,2014-04-12,True
48315,44717,4091,,1,343,6,1588,699.1,0.0,699.1,1,699.1,1,2011-10-26,True
48316,59293,71049,,1,497,6,19033,28.99,0.0,28.99,3,36.27,1,2013-11-02,True
48317,59293,71050,,1,502,6,19033,4.99,0.0,4.99,3,36.27,2,2013-11-02,True
48318,59293,71051,,1,504,16,19033,2.29,0.0,2.29,3,36.27,3,2013-11-02,True
48319,66295,92964,,1,395,6,27782,49.99,0.0,49.99,2,54.98,1,2014-02-13,True
48320,66295,92963,,1,502,6,27782,4.99,0.0,4.99,2,54.98,2,2014-02-13,True
48321,55203,54325,,1,310,6,14929,34.99,0.0,34.99,2,39.98,1,2013-08-29,True
48322,55203,54324,,1,501,6,14929,4.99,0.0,4.99,2,39.98,2,2013-08-29,True
48323,58209,65742,,1,495,6,17942,32.6,0.0,32.6,2,41.59,1,2013-10-18,True
48324,58209,65743,,1,43,6,17942,8.99,0.0,8.99,2,41.59,2,2013-10-18,True
48325,63260,83386,0DD5-40C9-8A,1,326,6,24708,1020.59,0.0,1020.59,5,1804.64,1,2013-12-31,True
48326,63260,83385,0DD5-40C9-8A,1,336,6,24708,672.29,0.0,672.29,5,1804.64,2,2013-12-31,True
48327,63260,83387,0DD5-40C9-8A,3,8,6,24708,37.25,0.0,111.76,5,1804.64,3,2013-12-31,True
48328,49704,29038,,1,324,6,6585,2181.56,0.0,2181.56,1,2181.56,1,2013-02-14,True
48329,66065,92394,,1,520,6,27547,742.35,0.0,742.35,2,777.34,1,2014-02-09,True
48330,66065,92395,,1,309,6,27547,34.99,0.0,34.99,2,777.34,2,2014-02-09,True
48331,58471,66388,,1,21,6,18235,2319.99,0.0,2319.99,3,2376.96,1,2013-10-23,True
48332,58471,66390,,1,310,6,18235,34.99,0.0,34.99,3,2376.96,2,2013-10-23,True
48333,58471,66389,,1,312,6,18235,21.98,0.0,21.98,3,2376.96,3,2013-10-23,True
48334,56874,60038,,1,465,6,16604,54.99,0.0,54.99,2,59.98,1,2013-09-27,True
48335,56874,60037,,1,445,6,16604,4.99,0.0,4.99,2,59.98,2,2013-09-27,True
48336,65848,91866,,1,43,6,27375,8.99,0.0,8.99,1,8.99,1,2014-02-06,True
48337,66876,94380,,1,506,6,28388,2384.07,0.0,2384.07,2,2393.06,1,2014-02-22,True
48338,66876,94381,,1,444,6,28388,8.99,0.0,8.99,2,2393.06,2,2014-02-22,True
48339,50290,32575,241B-4766-8D,6,319,6,7073,1308.94,0.0,7853.63,51,37329.39,1,2013-03-30,True
48340,50290,32573,241B-4766-8D,7,335,6,7073,600.26,0.0,4201.84,51,37329.39,2,2013-03-30,True
48341,50290,32577,241B-4766-8D,4,364,6,7073,780.82,0.0,3123.27,51,37329.39,3,2013-03-30,True
48342,50290,32565,241B-4766-8D,2,323,6,7073,1466.01,0.0,2932.02,51,37329.39,4,2013-03-30,True
48343,50290,32566,241B-4766-8D,2,322,6,7073,1466.01,0.0,2932.02,51,37329.39,4,2013-03-30,True
48344,50290,32579,241B-4766-8D,2,318,6,7073,1308.94,0.0,2617.88,51,37329.39,6,2013-03-30,True
48345,50290,32571,241B-4766-8D,4,349,6,7073,469.79,0.0,1879.18,51,37329.39,7,2013-03-30,True
48346,50290,32564,241B-4766-8D,3,338,6,7073,600.26,0.0,1800.79,51,37329.39,8,2013-03-30,True
48347,50290,32578,241B-4766-8D,2,363,6,7073,780.82,0.0,1561.64,51,37329.39,9,2013-03-30,True
48348,50290,32572,241B-4766-8D,1,321,6,7073,1466.01,0.0,1466.01,51,37329.39,10,2013-03-30,True
48349,50290,32569,241B-4766-8D,3,347,6,7073,469.79,0.0,1409.38,51,37329.39,11,2013-03-30,True
48350,50290,32570,241B-4766-8D,1,324,6,7073,1308.94,0.0,1308.94,51,37329.39,12,2013-03-30,True
48351,50290,32580,241B-4766-8D,2,339,6,7073,600.26,0.0,1200.53,51,37329.39,13,2013-03-30,True
48352,50290,32576,241B-4766-8D,2,344,6,7073,469.79,0.0,939.59,51,37329.39,14,2013-03-30,True
48353,50290,32568,241B-4766-8D,1,346,6,7073,469.79,0.0,469.79,51,37329.39,15,2013-03-30,True
48354,50290,32567,241B-4766-8D,1,342,6,7073,469.79,0.0,469.79,51,37329.39,15,2013-03-30,True
48355,50290,32562,241B-4766-8D,2,473,6,7073,198.04,0.0,396.07,51,37329.39,17,2013-03-30,True
48356,50290,32581,241B-4766-8D,2,377,6,7073,183.94,0.0,367.88,51,37329.39,18,2013-03-30,True
48357,50290,32563,241B-4766-8D,1,385,6,7073,202.33,0.0,202.33,51,37329.39,19,2013-03-30,True
48358,50290,32574,241B-4766-8D,3,449,6,7073,65.6,0.0,196.81,51,37329.39,20,2013-03-30,True
48359,71066,108808,,1,22,6,32548,2294.99,0.0,2294.99,3,2351.96,1,2014-04-20,True
48360,71066,108810,,1,310,6,32548,34.99,0.0,34.99,3,2351.96,2,2014-04-20,True
48361,71066,108809,,1,312,6,32548,21.98,0.0,21.98,3,2351.96,3,2014-04-20,True
48362,52936,45498,,1,443,6,12661,9.99,0.0,9.99,3,22.93,1,2013-07-21,True
48363,52936,45500,,1,548,6,12661,7.95,0.0,7.95,3,22.93,2,2013-07-21,True
48364,52936,45499,,1,445,6,12661,4.99,0.0,4.99,3,22.93,3,2013-07-21,True
48365,47848,19793,,1,22,6,4722,2049.1,0.0,2049.1,1,2049.1,1,2012-09-15,True
48366,73560,117608,,1,20,6,35019,2319.99,0.0,2319.99,1,2319.99,1,2014-05-22,True
48367,74047,118842,,1,311,6,35591,34.99,0.0,34.99,4,74.46,1,2014-05-29,True
48368,74047,118843,,1,432,6,35591,24.49,0.0,24.49,4,74.46,2,2014-05-29,True
48369,74047,118840,,1,443,6,35591,9.99,0.0,9.99,4,74.46,3,2014-05-29,True
48370,74047,118841,,1,445,6,35591,4.99,0.0,4.99,4,74.46,4,2014-05-29,True
48371,64419,86597,,1,465,6,25905,54.99,0.0,54.99,4,108.96,1,2014-01-17,True
48372,64419,86598,,1,311,6,25905,34.99,0.0,34.99,4,108.96,2,2014-01-17,True
48373,64419,86596,,1,443,6,25905,9.99,0.0,9.99,4,108.96,3,2014-01-17,True
48374,64419,86599,,1,43,6,25905,8.99,0.0,8.99,4,108.96,4,2014-01-17,True
48375,65942,92082,,1,325,6,27420,2443.35,0.0,2443.35,4,2492.32,1,2014-02-07,True
48376,65942,92085,,1,310,6,27420,34.99,0.0,34.99,4,2492.32,2,2014-02-07,True
48377,65942,92083,,1,444,6,27420,8.99,0.0,8.99,4,2492.32,3,2014-02-07,True
48378,65942,92084,,1,445,6,27420,4.99,0.0,4.99,4,2492.32,4,2014-02-07,True
48379,54978,53797,,1,494,6,14713,35.0,0.0,35.0,2,56.98,1,2013-08-25,True
48380,54978,53798,,1,312,6,14713,21.98,0.0,21.98,2,56.98,2,2013-08-25,True
48381,59723,72121,,1,310,6,19428,34.99,0.0,34.99,3,69.97,1,2013-11-08,True
48382,59723,72119,,1,496,6,19428,29.99,0.0,29.99,3,69.97,2,2013-11-08,True
48383,59723,72120,,1,501,6,19428,4.99,0.0,4.99,3,69.97,3,2013-11-08,True
48384,45556,7181,A9AB-44F3-9F,6,348,6,2403,419.46,0.0,2516.75,57,22822.78,1,2012-01-29,True
48385,45556,7182,A9AB-44F3-9F,6,347,6,2403,419.46,0.0,2516.75,57,22822.78,1,2012-01-29,True
48386,45556,7193,A9AB-44F3-9F,6,345,6,2403,419.46,0.0,2516.75,57,22822.78,1,2012-01-29,True
48387,45556,7190,A9AB-44F3-9F,5,350,6,2403,419.46,0.0,2097.29,57,22822.78,4,2012-01-29,True
48388,45556,7183,A9AB-44F3-9F,2,334,6,2403,874.79,0.0,1749.59,57,22822.78,5,2012-01-29,True
48389,45556,7195,A9AB-44F3-9F,2,333,6,2403,874.79,0.0,1749.59,57,22822.78,5,2012-01-29,True
48390,45556,7191,A9AB-44F3-9F,2,332,6,2403,874.79,0.0,1749.59,57,22822.78,5,2012-01-29,True
48391,45556,7180,A9AB-44F3-9F,3,349,6,2403,419.46,0.0,1258.38,57,22822.78,8,2012-01-29,True
48392,45556,7188,A9AB-44F3-9F,3,342,6,2403,419.46,0.0,1258.38,57,22822.78,8,2012-01-29,True
48393,45556,7179,A9AB-44F3-9F,2,344,6,2403,419.46,0.0,838.92,57,22822.78,10,2012-01-29,True
48394,45556,7184,A9AB-44F3-9F,2,340,6,2403,419.46,0.0,838.92,57,22822.78,10,2012-01-29,True
48395,45556,7186,A9AB-44F3-9F,4,385,6,2403,183.94,0.0,735.75,57,22822.78,12,2012-01-29,True
48396,45556,7189,A9AB-44F3-9F,4,380,6,2403,183.94,0.0,735.75,57,22822.78,12,2012-01-29,True
48397,45556,7196,A9AB-44F3-9F,2,375,6,2403,356.9,0.0,713.8,57,22822.78,14,2012-01-29,True
48398,45556,7178,A9AB-44F3-9F,3,384,6,2403,183.94,0.0,551.81,57,22822.78,15,2012-01-29,True
48399,45556,7185,A9AB-44F3-9F,1,346,6,2403,419.46,0.0,419.46,57,22822.78,16,2012-01-29,True
48400,45556,7192,A9AB-44F3-9F,2,381,6,2403,183.94,0.0,367.88,57,22822.78,17,2012-01-29,True
48401,45556,7194,A9AB-44F3-9F,1,379,6,2403,178.58,0.0,178.58,57,22822.78,18,2012-01-29,True
48402,45556,7187,A9AB-44F3-9F,1,394,6,2403,28.84,0.0,28.84,57,22822.78,19,2012-01-29,True
48403,52115,43487,,1,494,6,11846,35.0,0.0,35.0,3,42.28,1,2013-07-05,True
48404,52115,43488,,1,501,6,11846,4.99,0.0,4.99,3,42.28,2,2013-07-05,True
48405,52115,43489,,1,504,6,11846,2.29,0.0,2.29,3,42.28,3,2013-07-05,True
48406,67065,94827,,1,23,6,28532,2294.99,0.0,2294.99,3,2366.96,1,2014-02-25,True
48407,67065,94829,,1,393,6,28532,49.99,0.0,49.99,3,2366.96,2,2014-02-25,True
48408,67065,94828,,1,312,6,28532,21.98,0.0,21.98,3,2366.96,3,2014-02-25,True
48409,69705,105375,,1,32,6,31174,769.49,0.0,769.49,2,791.47,1,2014-04-01,True
48410,69705,105376,,1,312,6,31174,21.98,0.0,21.98,2,791.47,2,2014-04-01,True
48411,66817,94230,,1,328,6,28299,1700.99,0.0,1700.99,3,1728.27,1,2014-02-21,True
48412,66817,94231,,1,499,6,28299,24.99,0.0,24.99,3,1728.27,2,2014-02-21,True
48413,66817,94232,,1,504,6,28299,2.29,0.0,2.29,3,1728.27,3,2014-02-21,True
48414,58009,65242,,1,325,6,17685,2443.35,0.0,2443.35,1,2443.35,1,2013-10-14,True
48415,60876,74982,,1,21,16,22355,2319.99,0.0,2319.99,1,2319.99,1,2013-11-25,True
48416,56661,59524,,1,501,6,16352,4.99,0.0,4.99,2,7.28,1,2013-09-23,True
48417,56661,59525,,1,504,16,16352,2.29,0.0,2.29,2,7.28,2,2013-09-23,True
48418,49406,27631,,1,20,6,6277,2071.42,0.0,2071.42,1,2071.42,1,2013-01-23,True
48419,66052,92358,,1,21,16,27539,2319.99,0.0,2319.99,3,2334.97,1,2014-02-09,True
48420,66052,92360,,1,443,6,27539,9.99,0.0,9.99,3,2334.97,2,2014-02-09,True
48421,66052,92359,,1,445,6,27539,4.99,0.0,4.99,3,2334.97,3,2014-02-09,True
48422,74703,120329,,1,465,6,36219,54.99,0.0,54.99,3,67.93,1,2014-06-17,True
48423,74703,120330,,1,548,6,36219,7.95,0.0,7.95,3,67.93,2,2014-06-17,True
48424,74703,120328,,1,445,6,36219,4.99,0.0,4.99,3,67.93,3,2014-06-17,True
48425,63513,84349,,1,310,6,25062,34.99,0.0,34.99,3,68.97,1,2014-01-03,True
48426,63513,84348,,1,497,6,25062,28.99,0.0,28.99,3,68.97,2,2014-01-03,True
48427,63513,84347,,1,502,6,25062,4.99,0.0,4.99,3,68.97,3,2014-01-03,True
48428,69447,103200,1C7A-4B97-AA,4,21,6,31154,1391.99,0.0,5567.98,82,33518.75,1,2014-03-31,True
48429,69447,103199,1C7A-4B97-AA,4,20,6,31154,1391.99,0.0,5567.98,82,33518.75,1,2014-03-31,True
48430,69447,103197,1C7A-4B97-AA,4,23,6,31154,1376.99,0.0,5507.98,82,33518.75,3,2014-03-31,True
48431,69447,103190,1C7A-4B97-AA,3,19,6,31154,1391.99,0.0,4175.98,82,33518.75,4,2014-03-31,True
48432,69447,103198,1C7A-4B97-AA,2,24,6,31154,1376.99,0.0,2753.99,82,33518.75,5,2014-03-31,True
48433,69447,103186,1C7A-4B97-AA,3,406,6,31154,809.76,0.0,2429.28,82,33518.75,6,2014-03-31,True
48434,69447,103202,1C7A-4B97-AA,2,400,6,31154,818.7,0.0,1637.4,82,33518.75,7,2014-03-31,True
48435,69447,103211,1C7A-4B97-AA,4,416,6,31154,158.43,0.0,633.72,82,33518.75,8,2014-03-31,True
48436,69447,103183,1C7A-4B97-AA,2,305,6,31154,242.99,0.0,485.99,82,33518.75,9,2014-03-31,True
48437,69447,103178,1C7A-4B97-AA,3,419,6,31154,158.43,0.0,475.29,82,33518.75,10,2014-03-31,True
48438,69447,103187,1C7A-4B97-AA,1,30,6,31154,461.69,0.0,461.69,82,33518.75,11,2014-03-31,True
48439,69447,103185,1C7A-4B97-AA,2,410,6,31154,218.45,0.0,436.91,82,33518.75,12,2014-03-31,True
48440,69447,103195,1C7A-4B97-AA,1,41,6,31154,323.99,0.0,323.99,82,33518.75,13,2014-03-31,True
48441,69447,103210,1C7A-4B97-AA,2,415,6,31154,158.43,0.0,316.86,82,33518.75,14,2014-03-31,True
48442,69447,103207,1C7A-4B97-AA,2,420,6,31154,149.87,0.0,299.75,82,33518.75,15,2014-03-31,True
48443,69447,103208,1C7A-4B97-AA,2,421,6,31154,149.87,0.0,299.75,82,33518.75,15,2014-03-31,True
48444,69447,103188,1C7A-4B97-AA,6,4,6,31154,48.59,0.0,291.56,82,33518.75,17,2014-03-31,True
48445,69447,103181,1C7A-4B97-AA,4,34,1,31154,113.0,0.4,271.2,82,33518.75,18,2014-03-31,True
48446,69447,103182,1C7A-4B97-AA,3,447,6,31154,63.9,0.0,191.7,82,33518.75,19,2014-03-31,True
48447,69447,103176,1C7A-4B97-AA,4,456,6,31154,41.99,0.0,167.98,82,33518.75,20,2014-03-31,True
48448,69447,103180,1C7A-4B97-AA,1,418,6,31154,158.43,0.0,158.43,82,33518.75,21,2014-03-31,True
48449,69447,103209,1C7A-4B97-AA,1,422,6,31154,149.87,0.0,149.87,82,33518.75,22,2014-03-31,True
48450,69447,103192,1C7A-4B97-AA,2,425,6,31154,72.89,0.0,145.79,82,33518.75,23,2014-03-31,True
48451,69447,103184,1C7A-4B97-AA,3,458,6,31154,41.99,0.0,125.98,82,33518.75,24,2014-03-31,True
48452,69447,103201,1C7A-4B97-AA,1,307,6,31154,105.29,0.0,105.29,82,33518.75,25,2014-03-31,True
48453,69447,103179,1C7A-4B97-AA,3,434,6,31154,31.58,0.0,94.75,82,33518.75,26,2014-03-31,True
48454,69447,103193,1C7A-4B97-AA,3,9,6,31154,24.29,0.0,72.88,82,33518.75,27,2014-03-31,True
48455,69447,103205,1C7A-4B97-AA,1,47,6,31154,72.88,0.0,72.88,82,33518.75,27,2014-03-31,True
48456,69447,103177,1C7A-4B97-AA,1,37,1,31154,113.0,0.4,67.8,82,33518.75,29,2014-03-31,True
48457,69447,103196,1C7A-4B97-AA,1,36,1,31154,113.0,0.4,67.8,82,33518.75,29,2014-03-31,True
48458,69447,103204,1C7A-4B97-AA,1,451,6,31154,37.15,0.0,37.15,82,33518.75,31,2014-03-31,True
48459,69447,103194,1C7A-4B97-AA,1,427,6,31154,32.39,0.0,32.39,82,33518.75,32,2014-03-31,True
48460,69447,103203,1C7A-4B97-AA,1,454,6,31154,26.72,0.0,26.72,82,33518.75,33,2014-03-31,True
48461,69447,103191,1C7A-4B97-AA,2,493,6,31154,12.14,0.0,24.29,82,33518.75,34,2014-03-31,True
48462,69447,103189,1C7A-4B97-AA,1,437,6,31154,23.48,0.0,23.48,82,33518.75,35,2014-03-31,True
48463,69447,103206,1C7A-4B97-AA,1,440,6,31154,16.27,0.0,16.27,82,33518.75,36,2014-03-31,True
48464,43688,268,16F4-456B-9A,2,316,6,9,2146.96,0.0,4293.92,20,12718.1,1,2011-05-31,True
48465,43688,264,16F4-456B-9A,2,334,6,9,874.79,0.0,1749.59,20,12718.1,2,2011-05-31,True
48466,43688,265,16F4-456B-9A,2,330,6,9,874.79,0.0,1749.59,20,12718.1,2,2011-05-31,True
48467,43688,260,16F4-456B-9A,3,348,6,9,419.46,0.0,1258.38,20,12718.1,4,2011-05-31,True
48468,43688,266,16F4-456B-9A,3,345,6,9,419.46,0.0,1258.38,20,12718.1,4,2011-05-31,True
48469,43688,259,16F4-456B-9A,2,350,6,9,419.46,0.0,838.92,20,12718.1,6,2011-05-31,True
48470,43688,262,16F4-456B-9A,1,347,6,9,419.46,0.0,419.46,20,12718.1,7,2011-05-31,True
48471,43688,267,16F4-456B-9A,1,340,6,9,419.46,0.0,419.46,20,12718.1,7,2011-05-31,True
48472,43688,263,16F4-456B-9A,2,381,6,9,183.94,0.0,367.88,20,12718.1,9,2011-05-31,True
48473,43688,258,16F4-456B-9A,1,385,6,9,183.94,0.0,183.94,20,12718.1,10,2011-05-31,True
48474,43688,261,16F4-456B-9A,1,379,6,9,178.58,0.0,178.58,20,12718.1,11,2011-05-31,True
48475,58086,65415,,1,49,6,17822,63.5,0.0,63.5,3,100.09,1,2013-10-16,True
48476,58086,65413,,1,495,6,17822,32.6,0.0,32.6,3,100.09,2,2013-10-16,True
48477,58086,65414,,1,503,6,17822,3.99,0.0,3.99,3,100.09,3,2013-10-16,True
48478,74141,119094,,1,353,6,35628,539.99,0.0,539.99,2,603.49,1,2014-05-30,True
48479,74141,119095,,1,49,6,35628,63.5,0.0,63.5,2,603.49,2,2014-05-30,True
48480,74785,120538,,1,548,6,36313,7.95,0.0,7.95,1,7.95,1,2014-06-20,True
48481,50852,35329,,1,24,16,7711,2049.1,0.0,2049.1,1,2049.1,1,2013-05-07,True
48482,43875,805,CE1F-4E31-89,13,15,16,241,1957.49,0.02,24938.48,88,121761.92,1,2011-07-01,True
48483,43875,803,CE1F-4E31-89,12,12,16,241,1971.99,0.02,23190.65,88,121761.92,2,2011-07-01,True
48484,43875,807,CE1F-4E31-89,8,16,6,241,2024.99,0.0,16199.95,88,121761.92,3,2011-07-01,True
48485,43875,799,CE1F-4E31-89,7,13,6,241,2039.99,0.0,14279.96,88,121761.92,4,2011-07-01,True
48486,43875,800,CE1F-4E31-89,6,14,6,241,2039.99,0.0,12239.96,88,121761.92,5,2011-07-01,True
48487,43875,794,CE1F-4E31-89,6,18,6,241,2024.99,0.0,12149.96,88,121761.92,6,2011-07-01,True
48488,43875,806,CE1F-4E31-89,2,11,6,241,2039.99,0.0,4079.99,88,121761.92,7,2011-07-01,True
48489,43875,810,CE1F-4E31-89,2,17,6,241,2024.99,0.0,4049.99,88,121761.92,8,2011-07-01,True
48490,43875,802,CE1F-4E31-89,5,400,6,241,722.59,0.0,3612.97,88,121761.92,9,2011-07-01,True
48491,43875,813,CE1F-4E31-89,3,399,6,241,722.59,0.0,2167.78,88,121761.92,10,2011-07-01,True
48492,43875,795,CE1F-4E31-89,2,406,6,241,714.7,0.0,1429.41,88,121761.92,11,2011-07-01,True
48493,43875,808,CE1F-4E31-89,2,402,6,241,714.7,0.0,1429.41,88,121761.92,11,2011-07-01,True
48494,43875,796,CE1F-4E31-89,1,398,6,241,818.7,0.0,818.7,88,121761.92,13,2011-07-01,True
48495,43875,804,CE1F-4E31-89,1,404,6,241,809.76,0.0,809.76,88,121761.92,14,2011-07-01,True
48496,43875,812,CE1F-4E31-89,5,310,6,241,20.19,0.0,100.93,88,121761.92,15,2011-07-01,True
48497,43875,811,CE1F-4E31-89,3,396,6,241,28.84,0.0,86.52,88,121761.92,16,2011-07-01,True
48498,43875,798,CE1F-4E31-89,2,395,6,241,28.84,0.0,57.68,88,121761.92,17,2011-07-01,True
48499,43875,814,CE1F-4E31-89,2,394,6,241,28.84,0.0,57.68,88,121761.92,17,2011-07-01,True
48500,43875,801,CE1F-4E31-89,2,309,6,241,20.19,0.0,40.37,88,121761.92,19,2011-07-01,True
48501,43875,797,CE1F-4E31-89,2,486,6,241,5.7,0.0,11.4,88,121761.92,20,2011-07-01,True
48502,43875,809,CE1F-4E31-89,2,43,6,241,5.19,0.0,10.37,88,121761.92,21,2011-07-01,True
48503,56394,58858,,1,495,6,16132,32.6,0.0,32.6,3,42.84,1,2013-09-18,True
48504,56394,58860,,1,548,6,16132,7.95,0.0,7.95,3,42.84,2,2013-09-18,True
48505,56394,58859,,1,504,6,16132,2.29,0.0,2.29,3,42.84,3,2013-09-18,True
48506,66423,93267,,1,507,6,27908,2384.07,0.0,2384.07,2,2419.06,1,2014-02-15,True
48507,66423,93268,,1,309,6,27908,34.99,0.0,34.99,2,2419.06,2,2014-02-15,True
48508,51760,40588,2C2D-41C9-8C,8,510,6,11504,1430.44,0.0,11443.54,79,42188.46,1,2013-06-30,True
48509,51760,40572,2C2D-41C9-8C,10,506,10,11504,953.63,0.2,7629.02,79,42188.46,2,2013-06-30,True
48510,51760,40566,2C2D-41C9-8C,3,512,6,11504,1430.44,0.0,4291.33,79,42188.46,3,2013-06-30,True
48511,51760,40573,2C2D-41C9-8C,5,509,10,11504,953.63,0.2,3814.51,79,42188.46,4,2013-06-30,True
48512,51760,40570,2C2D-41C9-8C,3,515,6,11504,728.91,0.0,2186.73,79,42188.46,5,2013-06-30,True
48513,51760,40580,2C2D-41C9-8C,3,517,6,11504,728.91,0.0,2186.73,79,42188.46,5,2013-06-30,True
48514,51760,40569,2C2D-41C9-8C,3,532,6,11504,602.35,0.0,1807.04,79,42188.46,7,2013-06-30,True
48515,51760,40567,2C2D-41C9-8C,6,527,11,11504,334.06,0.15,1703.69,79,42188.46,8,2013-06-30,True
48516,51760,40579,2C2D-41C9-8C,2,536,6,11504,602.35,0.0,1204.69,79,42188.46,9,2013-06-30,True
48517,51760,40585,2C2D-41C9-8C,5,547,6,11504,200.05,0.0,1000.26,79,42188.46,10,2013-06-30,True
48518,51760,40578,2C2D-41C9-8C,3,518,11,11504,334.06,0.15,851.85,79,42188.46,11,2013-06-30,True
48519,51760,40586,2C2D-41C9-8C,3,524,11,11504,334.06,0.15,851.85,79,42188.46,11,2013-06-30,True
48520,51760,40582,2C2D-41C9-8C,4,538,6,11504,200.05,0.0,800.21,79,42188.46,13,2013-06-30,True
48521,51760,40568,2C2D-41C9-8C,2,542,6,11504,200.05,0.0,400.1,79,42188.46,14,2013-06-30,True
48522,51760,40571,2C2D-41C9-8C,2,543,6,11504,200.05,0.0,400.1,79,42188.46,14,2013-06-30,True
48523,51760,40565,2C2D-41C9-8C,2,540,6,11504,200.05,0.0,400.1,79,42188.46,14,2013-06-30,True
48524,51760,40576,2C2D-41C9-8C,1,519,11,11504,334.06,0.15,283.95,79,42188.46,17,2013-06-30,True
48525,51760,40584,2C2D-41C9-8C,1,526,11,11504,334.06,0.15,283.95,79,42188.46,17,2013-06-30,True
48526,51760,40574,2C2D-41C9-8C,1,546,6,11504,200.05,0.0,200.05,79,42188.46,19,2013-06-30,True
48527,51760,40577,2C2D-41C9-8C,3,6,6,11504,48.59,0.0,145.78,79,42188.46,20,2013-06-30,True
48528,51760,40583,2C2D-41C9-8C,2,450,6,11504,54.94,0.0,109.88,79,42188.46,21,2013-06-30,True
48529,51760,40575,2C2D-41C9-8C,3,453,6,11504,27.65,0.0,82.96,79,42188.46,22,2013-06-30,True
48530,51760,40587,2C2D-41C9-8C,2,436,6,11504,31.58,0.0,63.17,79,42188.46,23,2013-06-30,True
48531,51760,40581,2C2D-41C9-8C,2,439,6,11504,23.48,0.0,46.97,79,42188.46,24,2013-06-30,True
48532,50986,35463,,1,338,6,7862,1000.44,0.0,1000.44,1,1000.44,1,2013-05-20,True
48533,43934,1300,,1,12,6,320,3399.99,0.0,3399.99,1,3399.99,1,2011-07-04,True
48534,57524,64050,,1,24,6,17204,2294.99,0.0,2294.99,2,2349.98,1,2013-10-05,True
48535,57524,64051,,1,465,6,17204,54.99,0.0,54.99,2,2349.98,2,2013-10-05,True
48536,54359,52285,,1,524,11,14022,742.35,0.0,742.35,1,742.35,1,2013-08-13,True
48537,65786,91717,,1,517,16,27261,1214.85,0.0,1214.85,2,1223.84,1,2014-02-05,True
48538,65786,91718,,1,489,6,27261,8.99,0.0,8.99,2,1223.84,2,2014-02-05,True
48539,67375,97153,,1,312,6,28900,21.98,0.0,21.98,2,29.93,1,2014-03-01,True
48540,67375,97154,,1,548,6,28900,7.95,0.0,7.95,2,29.93,2,2014-03-01,True
48541,73825,118301,,1,393,6,35364,49.99,0.0,49.99,3,89.97,1,2014-05-26,True
48542,73825,118300,,1,311,6,35364,34.99,0.0,34.99,3,89.97,2,2014-05-26,True
48543,73825,118299,,1,501,6,35364,4.99,0.0,4.99,3,89.97,3,2014-05-26,True
48544,61517,77732,,1,494,6,23003,35.0,0.0,35.0,1,35.0,1,2013-12-04,True
48545,44273,2172,,1,313,6,663,3578.27,0.0,3578.27,1,3578.27,1,2011-08-30,True
48546,59080,70483,,1,30,6,18637,769.49,0.0,769.49,2,819.48,1,2013-10-30,True
48547,59080,70484,,1,394,6,18637,49.99,0.0,49.99,2,819.48,2,2013-10-30,True
48548,58959,68719,1330-4B17-AF,4,24,6,18697,1376.99,0.0,5507.98,97,28762.32,1,2013-10-30,True
48549,58959,68707,1330-4B17-AF,7,30,6,18697,461.69,0.0,3231.86,97,28762.32,2,2013-10-30,True
48550,58959,68729,1330-4B17-AF,2,19,6,18697,1391.99,0.0,2783.99,97,28762.32,3,2013-10-30,True
48551,58959,68728,1330-4B17-AF,2,23,6,18697,1376.99,0.0,2753.99,97,28762.32,4,2013-10-30,True
