PURCHASEORDERHEADERKEY,PURCHASEORDERID,REVISIONNUMBER,STATUS,SHIPMETHODKEY,ORDERDATE,SHIPDATE,SUBTOTAL,TAXAMT,FREIGHT,TOTALDUE,PURCHASEMODIFIEDDATE,ISCURRENT
782,738,4,4,5,2013-08-29,2013-09-07,533.55,42.68,13.34,589.57,2013-09-07 00:00:00.000,True
783,739,4,4,5,2013-08-29,2013-09-07,40471.2,3237.7,1011.78,44720.68,2013-09-07 00:00:00.000,True
784,740,4,4,4,2013-08-29,2013-09-07,389.66,31.17,9.74,430.57,2013-09-07 00:00:00.000,True
785,741,4,4,4,2013-08-29,2013-09-07,23671.73,1893.74,591.79,26157.26,2013-09-07 00:00:00.000,True
786,742,4,4,5,2013-08-29,2013-09-07,5948.25,475.86,148.71,6572.82,2013-09-07 00:00:00.000,True
787,743,4,4,5,2013-08-29,2013-09-07,91117.95,7289.44,2277.95,100685.33,2013-09-07 00:00:00.000,True
788,744,4,3,1,2013-08-29,2013-09-07,525.0,42.0,13.13,580.13,2013-09-07 00:00:00.000,True
789,745,6,4,5,2013-08-29,2013-09-07,2003.68,160.29,50.09,2214.07,2013-09-07 00:00:00.000,True
790,746,4,4,4,2013-08-29,2013-09-07,26455.28,2116.42,661.38,29233.08,2013-09-07 00:00:00.000,True
791,747,4,4,2,2013-08-29,2013-09-07,944.37,75.55,23.61,1043.53,2013-09-07 00:00:00.000,True
792,748,4,4,4,2013-08-29,2013-09-07,51588.08,4127.05,1289.7,57004.82,2013-09-07 00:00:00.000,True
793,749,4,4,3,2013-08-29,2013-09-07,62843.55,5027.48,1571.09,69442.12,2013-09-07 00:00:00.000,True
794,750,4,4,5,2013-08-29,2013-09-07,37843.58,3027.49,946.09,41817.15,2013-09-07 00:00:00.000,True
795,751,4,4,4,2013-08-29,2013-09-07,25531.28,2042.5,638.28,28212.06,2013-09-07 00:00:00.000,True
796,752,4,4,4,2013-08-29,2013-09-07,234.96,18.8,5.87,259.63,2013-09-07 00:00:00.000,True
797,753,4,4,1,2013-08-30,2013-09-08,1276.28,102.1,31.91,1410.28,2013-09-08 00:00:00.000,True
798,754,6,4,1,2013-08-30,2013-09-08,2003.93,160.31,50.1,2214.34,2013-09-08 00:00:00.000,True
799,755,4,4,2,2013-08-30,2013-09-08,50860.43,4068.83,1271.51,56200.77,2013-09-08 00:00:00.000,True
800,756,4,4,1,2013-08-30,2013-09-08,454.86,36.39,11.37,502.62,2013-09-08 00:00:00.000,True
801,757,4,4,4,2013-09-01,2013-09-10,125.75,10.06,3.14,138.95,2013-09-10 00:00:00.000,True
802,758,4,4,5,2013-09-01,2013-09-10,150.79,12.06,3.77,166.62,2013-09-10 00:00:00.000,True
803,759,4,4,4,2013-09-01,2013-09-10,602.03,48.16,15.05,665.24,2013-09-10 00:00:00.000,True
804,760,4,4,2,2013-09-01,2013-09-10,8847.3,707.78,221.18,9776.27,2013-09-10 00:00:00.000,True
805,761,4,4,5,2013-09-01,2013-09-10,171.08,13.69,4.28,189.04,2013-09-10 00:00:00.000,True
806,762,4,4,4,2013-09-01,2013-09-10,20397.3,1631.78,509.93,22539.02,2013-09-10 00:00:00.000,True
807,763,4,4,3,2013-09-01,2013-09-10,14628.08,1170.25,365.7,16164.02,2013-09-10 00:00:00.000,True
808,764,4,4,3,2013-09-01,2013-09-10,33350.63,2668.05,833.77,36852.44,2013-09-10 00:00:00.000,True
809,765,4,4,5,2013-09-01,2013-09-10,2145.43,171.63,53.64,2370.7,2013-09-10 00:00:00.000,True
810,766,4,4,4,2013-09-01,2013-09-10,234.96,18.8,5.87,259.63,2013-09-10 00:00:00.000,True
811,767,4,4,5,2013-09-01,2013-09-10,1525.23,122.02,38.13,1685.38,2013-09-10 00:00:00.000,True
812,768,4,4,4,2013-09-01,2013-09-10,631.39,50.51,15.78,697.68,2013-09-10 00:00:00.000,True
1301,769,4,4,5,2013-09-01,2013-09-10,34644.23,2771.54,866.11,38281.87,2013-09-10 00:00:00.000,True
1302,770,4,4,4,2013-09-01,2013-09-10,1839.51,147.16,45.99,2032.65,2013-09-10 00:00:00.000,True
1303,771,4,4,5,2013-09-01,2013-09-10,146.29,11.7,3.66,161.65,2013-09-10 00:00:00.000,True
1304,772,4,4,5,2013-09-01,2013-09-10,102.56,8.21,2.56,113.33,2013-09-10 00:00:00.000,True
1305,773,4,4,5,2013-09-02,2013-09-11,150.79,12.06,3.77,166.62,2013-09-11 00:00:00.000,True
1306,774,4,4,5,2013-09-02,2013-09-11,13669.43,1093.55,341.74,15104.71,2013-09-11 00:00:00.000,True
1307,775,4,4,5,2013-09-02,2013-09-11,9948.33,795.87,248.71,10992.9,2013-09-11 00:00:00.000,True
1308,776,4,4,2,2013-09-02,2013-09-11,62462.4,4996.99,1561.56,69020.95,2013-09-11 00:00:00.000,True
1309,777,4,4,1,2013-09-02,2013-09-11,551.88,44.15,13.8,609.83,2013-09-11 00:00:00.000,True
1310,778,4,4,1,2013-09-02,2013-09-11,6987.75,559.02,174.69,7721.46,2013-09-11 00:00:00.000,True
1311,779,4,4,2,2013-09-02,2013-09-11,28072.28,2245.78,701.81,31019.86,2013-09-11 00:00:00.000,True
1312,780,4,4,1,2013-09-02,2013-09-11,37312.28,2984.98,932.81,41230.06,2013-09-11 00:00:00.000,True
1313,781,4,4,1,2013-09-02,2013-09-11,7623.0,609.84,190.58,8423.42,2013-09-11 00:00:00.000,True
1314,782,4,4,2,2013-09-02,2013-09-11,28297.5,2263.8,707.44,31268.74,2013-09-11 00:00:00.000,True
1315,783,5,4,2,2013-09-02,2013-09-11,59.94,4.8,1.5,66.24,2013-09-11 00:00:00.000,True
1316,784,4,4,4,2013-09-02,2013-09-11,240.72,19.26,6.02,266.0,2013-09-11 00:00:00.000,True
1317,785,4,4,5,2013-09-02,2013-09-11,43878.45,3510.28,1096.96,48485.69,2013-09-11 00:00:00.000,True
1318,786,4,4,4,2013-09-02,2013-09-11,475.37,38.03,11.88,525.28,2013-09-11 00:00:00.000,True
1319,787,4,4,2,2013-09-02,2013-09-11,42504.0,3400.32,1062.6,46966.92,2013-09-11 00:00:00.000,True
1320,788,4,4,5,2013-09-02,2013-09-11,142.41,11.39,3.56,157.36,2013-09-11 00:00:00.000,True
1321,789,4,4,2,2013-09-03,2013-09-12,48030.68,3842.45,1200.77,53073.9,2013-09-12 00:00:00.000,True
1322,790,4,4,4,2013-09-03,2013-09-12,421.16,33.69,10.53,465.38,2013-09-12 00:00:00.000,True
1323,791,4,4,1,2013-09-03,2013-09-12,1276.28,102.1,31.91,1410.28,2013-09-12 00:00:00.000,True
1324,792,4,4,1,2013-09-03,2013-09-12,2003.93,160.31,50.1,2214.34,2013-09-12 00:00:00.000,True
1325,793,4,4,2,2013-09-03,2013-09-12,50860.43,4068.83,1271.51,56200.77,2013-09-12 00:00:00.000,True
1326,794,4,4,1,2013-09-03,2013-09-12,454.86,36.39,11.37,502.62,2013-09-12 00:00:00.000,True
1327,795,4,4,5,2013-09-03,2013-09-12,43878.45,3510.28,1096.96,48485.69,2013-09-12 00:00:00.000,True
1328,796,4,4,2,2013-09-03,2013-09-12,7132.13,570.57,178.3,7881.0,2013-09-12 00:00:00.000,True
1329,797,5,4,2,2013-09-03,2013-09-12,28343.7,2267.5,708.59,31319.79,2013-09-12 00:00:00.000,True
1330,798,4,4,4,2013-09-03,2013-09-12,22516.73,1801.34,562.92,24880.98,2013-09-12 00:00:00.000,True
1331,799,4,4,5,2013-09-03,2013-09-12,34644.23,2771.54,866.11,38281.87,2013-09-12 00:00:00.000,True
1332,800,4,4,5,2013-09-03,2013-09-12,427.93,34.23,10.7,472.86,2013-09-12 00:00:00.000,True
1333,801,4,4,5,2013-09-03,2013-09-12,143.04,11.44,3.58,158.06,2013-09-12 00:00:00.000,True
1334,802,4,4,2,2013-09-03,2013-09-12,28199.33,2255.95,704.98,31160.25,2013-09-12 00:00:00.000,True
1335,803,4,4,1,2013-09-03,2013-09-12,3713.33,297.07,92.83,4103.22,2013-09-12 00:00:00.000,True
1336,804,4,4,5,2013-09-03,2013-09-12,43878.45,3510.28,1096.96,48485.69,2013-09-12 00:00:00.000,True
1337,805,4,4,5,2013-09-04,2013-09-13,9799.65,783.97,244.99,10828.61,2013-09-13 00:00:00.000,True
1338,806,4,4,5,2013-09-04,2013-09-13,5711.48,456.92,142.79,6311.18,2013-09-13 00:00:00.000,True
1339,807,4,4,5,2013-09-04,2013-09-13,814.59,65.17,20.36,900.12,2013-09-13 00:00:00.000,True
1340,808,4,4,2,2013-09-04,2013-09-13,97.97,7.84,2.45,108.25,2013-09-13 00:00:00.000,True
1341,809,4,4,4,2013-09-04,2013-09-13,114.47,9.16,2.86,126.49,2013-09-13 00:00:00.000,True
1342,810,4,4,4,2013-09-04,2013-09-13,132.65,10.61,3.32,146.57,2013-09-13 00:00:00.000,True
1343,811,4,4,5,2013-09-04,2013-09-13,43878.45,3510.28,1096.96,48485.69,2013-09-13 00:00:00.000,True
1344,812,4,4,1,2013-09-04,2013-09-13,418.95,33.52,10.47,462.94,2013-09-13 00:00:00.000,True
1345,813,4,4,4,2013-09-04,2013-09-13,347.45,27.8,8.69,383.93,2013-09-13 00:00:00.000,True
1346,814,4,4,1,2013-09-04,2013-09-13,461.79,36.94,11.54,510.28,2013-09-13 00:00:00.000,True
1347,815,4,4,4,2013-09-04,2013-09-13,1112.27,88.98,27.81,1229.05,2013-09-13 00:00:00.000,True
1348,816,4,4,2,2013-09-04,2013-09-13,37.08,2.97,0.93,40.97,2013-09-13 00:00:00.000,True
1349,817,4,4,4,2013-09-04,2013-09-13,21558.08,1724.65,538.95,23821.67,2013-09-13 00:00:00.000,True
1350,818,4,4,4,2013-09-04,2013-09-13,624.3,49.94,15.61,689.85,2013-09-13 00:00:00.000,True
1351,819,4,4,5,2013-09-04,2013-09-13,86220.75,6897.66,2155.52,95273.93,2013-09-13 00:00:00.000,True
1352,820,4,4,5,2013-09-04,2013-09-13,429.35,34.35,10.73,474.43,2013-09-13 00:00:00.000,True
1353,821,4,4,5,2013-09-05,2013-09-14,564.83,45.19,14.12,624.13,2013-09-14 00:00:00.000,True
1354,822,4,4,5,2013-09-05,2013-09-14,40471.2,3237.7,1011.78,44720.68,2013-09-14 00:00:00.000,True
1355,823,4,4,5,2013-09-05,2013-09-14,427.46,34.2,10.69,472.34,2013-09-14 00:00:00.000,True
1356,824,4,4,5,2013-09-05,2013-09-14,38421.08,3073.69,960.53,42455.29,2013-09-14 00:00:00.000,True
1357,825,4,4,5,2013-09-05,2013-09-14,5948.25,475.86,148.71,6572.82,2013-09-14 00:00:00.000,True
1358,826,4,4,5,2013-09-05,2013-09-14,91117.95,7289.44,2277.95,100685.33,2013-09-14 00:00:00.000,True
1359,827,4,4,1,2013-09-05,2013-09-14,525.0,42.0,13.13,580.13,2013-09-14 00:00:00.000,True
1360,828,4,4,5,2013-09-05,2013-09-14,2003.68,160.29,50.09,2214.07,2013-09-14 00:00:00.000,True
1361,829,5,4,4,2013-09-05,2013-09-14,26455.28,2116.42,661.38,29233.08,2013-09-14 00:00:00.000,True
1362,830,4,4,2,2013-09-05,2013-09-14,944.37,75.55,23.61,1043.53,2013-09-14 00:00:00.000,True
1363,831,4,4,4,2013-09-05,2013-09-14,51588.08,4127.05,1289.7,57004.82,2013-09-14 00:00:00.000,True
1364,832,4,4,3,2013-09-05,2013-09-14,36122.63,2889.81,903.07,39915.5,2013-09-14 00:00:00.000,True
1365,833,4,4,5,2013-09-05,2013-09-14,37843.58,3027.49,946.09,41817.15,2013-09-14 00:00:00.000,True
1366,834,4,4,4,2013-09-05,2013-09-14,25531.28,2042.5,638.28,28212.06,2013-09-14 00:00:00.000,True
1367,835,4,4,5,2013-09-05,2013-09-14,2061.71,164.94,51.54,2278.19,2013-09-14 00:00:00.000,True
1368,836,4,4,4,2013-09-05,2013-09-14,125.75,10.06,3.14,138.95,2013-09-14 00:00:00.000,True
1369,837,4,4,5,2013-09-06,2013-09-15,43878.45,3510.28,1096.96,48485.69,2013-09-15 00:00:00.000,True
1370,838,4,4,2,2013-09-06,2013-09-15,7132.13,570.57,178.3,7881.0,2013-09-15 00:00:00.000,True
1371,839,4,4,2,2013-09-06,2013-09-15,28343.7,2267.5,708.59,31319.79,2013-09-15 00:00:00.000,True
1372,840,4,4,4,2013-09-06,2013-09-15,22516.73,1801.34,562.92,24880.98,2013-09-15 00:00:00.000,True
1373,841,4,4,5,2013-09-08,2013-09-17,150.79,12.06,3.77,166.62,2013-09-17 00:00:00.000,True
1374,842,4,4,4,2013-09-08,2013-09-17,235.9,18.87,5.9,260.67,2013-09-17 00:00:00.000,True
1375,843,4,4,2,2013-09-08,2013-09-17,8847.3,707.78,221.18,9776.27,2013-09-17 00:00:00.000,True
1376,844,4,4,5,2013-09-08,2013-09-17,171.08,13.69,4.28,189.04,2013-09-17 00:00:00.000,True
1377,845,7,4,4,2013-09-08,2013-09-17,20397.3,1631.78,509.93,22539.02,2013-09-17 00:00:00.000,True
1378,846,4,4,3,2013-09-08,2013-09-17,14628.08,1170.25,365.7,16164.02,2013-09-17 00:00:00.000,True
1379,847,4,4,4,2013-09-08,2013-09-17,25334.93,2026.79,633.37,27995.09,2013-09-17 00:00:00.000,True
1380,848,4,4,5,2013-09-08,2013-09-17,693.38,55.47,17.33,766.18,2013-09-17 00:00:00.000,True
1381,849,4,4,5,2013-09-08,2013-09-17,694.17,55.53,17.35,767.05,2013-09-17 00:00:00.000,True
1382,850,4,4,5,2013-09-08,2013-09-17,1796.04,143.68,44.9,1984.62,2013-09-17 00:00:00.000,True
1383,851,4,4,4,2013-09-08,2013-09-17,463.4,37.07,11.58,512.05,2013-09-17 00:00:00.000,True
1384,852,4,4,5,2013-09-08,2013-09-17,34644.23,2771.54,866.11,38281.87,2013-09-17 00:00:00.000,True
1385,853,4,4,4,2013-09-08,2013-09-17,1839.51,147.16,45.99,2032.65,2013-09-17 00:00:00.000,True
1386,854,4,4,5,2013-09-08,2013-09-17,146.29,11.7,3.66,161.65,2013-09-17 00:00:00.000,True
1387,855,4,4,5,2013-09-08,2013-09-17,102.56,8.21,2.56,113.33,2013-09-17 00:00:00.000,True
1388,856,4,4,5,2013-09-08,2013-09-17,150.79,12.06,3.77,166.62,2013-09-17 00:00:00.000,True
1389,857,4,4,5,2013-09-09,2013-09-18,13669.43,1093.55,341.74,15104.71,2013-09-18 00:00:00.000,True
1390,858,4,4,5,2013-09-09,2013-09-18,16393.23,1311.46,409.83,18114.52,2013-09-18 00:00:00.000,True
1391,859,4,4,5,2013-09-09,2013-09-18,39258.45,3140.68,981.46,43380.59,2013-09-18 00:00:00.000,True
1392,860,4,4,1,2013-09-09,2013-09-18,551.88,44.15,13.8,609.83,2013-09-18 00:00:00.000,True
1393,861,4,4,1,2013-09-09,2013-09-18,6987.75,559.02,174.69,7721.46,2013-09-18 00:00:00.000,True
1394,862,4,4,2,2013-09-09,2013-09-18,28072.28,2245.78,701.81,31019.86,2013-09-18 00:00:00.000,True
1395,863,4,4,1,2013-09-09,2013-09-18,37312.28,2984.98,932.81,41230.06,2013-09-18 00:00:00.000,True
1396,864,4,4,1,2013-09-09,2013-09-18,4215.75,337.26,105.39,4658.4,2013-09-18 00:00:00.000,True
1397,865,4,4,2,2013-09-09,2013-09-18,28297.5,2263.8,707.44,31268.74,2013-09-18 00:00:00.000,True
1398,866,4,4,2,2013-09-09,2013-09-18,59.94,4.8,1.5,66.24,2013-09-18 00:00:00.000,True
1399,867,4,4,4,2013-09-09,2013-09-18,697.41,55.79,17.44,770.64,2013-09-18 00:00:00.000,True
1400,868,4,4,5,2013-09-09,2013-09-18,43878.45,3510.28,1096.96,48485.69,2013-09-18 00:00:00.000,True
1401,869,4,4,4,2013-09-09,2013-09-18,636.58,50.93,15.91,703.42,2013-09-18 00:00:00.000,True
1402,870,4,4,1,2013-09-09,2013-09-18,13929.3,1114.34,348.23,15391.88,2013-09-18 00:00:00.000,True
1403,871,5,4,5,2013-09-09,2013-09-18,142.41,11.39,3.56,157.36,2013-09-18 00:00:00.000,True
1404,872,4,4,2,2013-09-09,2013-09-18,28794.15,2303.53,719.85,31817.54,2013-09-18 00:00:00.000,True
1405,873,4,4,4,2013-09-10,2013-09-19,402.26,32.18,10.06,444.49,2013-09-19 00:00:00.000,True
1406,874,4,4,1,2013-09-10,2013-09-19,1276.28,102.1,31.91,1410.28,2013-09-19 00:00:00.000,True
1407,875,4,4,1,2013-09-10,2013-09-19,2003.93,160.31,50.1,2214.34,2013-09-19 00:00:00.000,True
1408,876,4,4,2,2013-09-10,2013-09-19,50860.43,4068.83,1271.51,56200.77,2013-09-19 00:00:00.000,True
1409,877,4,4,1,2013-09-10,2013-09-19,454.86,36.39,11.37,502.62,2013-09-19 00:00:00.000,True
1410,878,4,4,5,2013-09-10,2013-09-19,43878.45,3510.28,1096.96,48485.69,2013-09-19 00:00:00.000,True
1411,879,4,4,2,2013-09-10,2013-09-19,7132.13,570.57,178.3,7881.0,2013-09-19 00:00:00.000,True
1412,880,4,4,2,2013-09-10,2013-09-19,28343.7,2267.5,708.59,31319.79,2013-09-19 00:00:00.000,True
1413,881,4,4,4,2013-09-10,2013-09-19,22516.73,1801.34,562.92,24880.98,2013-09-19 00:00:00.000,True
1414,882,4,4,5,2013-09-10,2013-09-19,34644.23,2771.54,866.11,38281.87,2013-09-19 00:00:00.000,True
1415,883,4,4,4,2013-09-10,2013-09-19,409.03,32.72,10.23,451.98,2013-09-19 00:00:00.000,True
1416,884,4,4,5,2013-09-10,2013-09-19,143.04,11.44,3.58,158.06,2013-09-19 00:00:00.000,True
1417,885,4,4,2,2013-09-10,2013-09-19,28199.33,2255.95,704.98,31160.25,2013-09-19 00:00:00.000,True
1418,886,4,4,1,2013-09-10,2013-09-19,3713.33,297.07,92.83,4103.22,2013-09-19 00:00:00.000,True
1419,887,4,4,4,2013-09-10,2013-09-19,19952.63,1596.21,498.82,22047.65,2013-09-19 00:00:00.000,True
1420,888,4,4,5,2013-09-10,2013-09-19,16340.31,1307.22,408.51,18056.04,2013-09-19 00:00:00.000,True
1421,889,4,4,5,2013-09-11,2013-09-20,5711.48,456.92,142.79,6311.18,2013-09-20 00:00:00.000,True
1422,890,5,4,4,2013-09-11,2013-09-20,378.95,30.32,9.47,418.73,2013-09-20 00:00:00.000,True
1423,891,4,4,2,2013-09-11,2013-09-20,97.97,7.84,2.45,108.25,2013-09-20 00:00:00.000,True
1424,892,4,4,4,2013-09-11,2013-09-20,114.47,9.16,2.86,126.49,2013-09-20 00:00:00.000,True
1425,893,4,4,4,2013-09-11,2013-09-20,132.65,10.61,3.32,146.57,2013-09-20 00:00:00.000,True
1426,894,4,4,5,2013-09-11,2013-09-20,43878.45,3510.28,1096.96,48485.69,2013-09-20 00:00:00.000,True
1427,895,4,4,1,2013-09-11,2013-09-20,418.95,33.52,10.47,462.94,2013-09-20 00:00:00.000,True
1428,896,4,4,5,2013-09-11,2013-09-20,564.2,45.14,14.1,623.44,2013-09-20 00:00:00.000,True
1429,897,4,4,1,2013-09-11,2013-09-20,461.79,36.94,11.54,510.28,2013-09-20 00:00:00.000,True
1430,898,4,4,4,2013-09-11,2013-09-20,630.38,50.43,15.76,696.57,2013-09-20 00:00:00.000,True
1431,899,4,4,2,2013-09-11,2013-09-20,37.08,2.97,0.93,40.97,2013-09-20 00:00:00.000,True
1432,900,4,4,4,2013-09-11,2013-09-20,21558.08,1724.65,538.95,23821.67,2013-09-20 00:00:00.000,True
1433,901,4,4,4,2013-09-11,2013-09-20,450.17,36.01,11.25,497.43,2013-09-20 00:00:00.000,True
1434,902,4,4,5,2013-09-11,2013-09-20,41048.7,3283.9,1026.22,45358.81,2013-09-20 00:00:00.000,True
1435,903,4,4,4,2013-09-11,2013-09-20,410.45,32.84,10.26,453.54,2013-09-20 00:00:00.000,True
1436,904,4,4,4,2013-09-11,2013-09-20,273.07,21.85,6.83,301.75,2013-09-20 00:00:00.000,True
1437,905,4,4,5,2013-09-12,2013-09-21,34644.23,2771.54,866.11,38281.87,2013-09-21 00:00:00.000,True
1438,906,4,4,4,2013-09-12,2013-09-21,513.8,41.1,12.84,567.75,2013-09-21 00:00:00.000,True
1439,907,4,4,5,2013-09-12,2013-09-21,143.04,11.44,3.58,158.06,2013-09-21 00:00:00.000,True
1440,908,4,4,2,2013-09-12,2013-09-21,28199.33,2255.95,704.98,31160.25,2013-09-21 00:00:00.000,True
1441,909,4,4,5,2013-09-15,2013-09-24,40471.2,3237.7,1011.78,44720.68,2013-09-24 00:00:00.000,True
1442,910,4,4,4,2013-09-15,2013-09-24,408.56,32.68,10.21,451.45,2013-09-24 00:00:00.000,True
1443,911,4,4,4,2013-09-15,2013-09-24,23671.73,1893.74,591.79,26157.26,2013-09-24 00:00:00.000,True
1444,912,5,4,5,2013-09-15,2013-09-24,5948.25,475.86,148.71,6572.82,2013-09-24 00:00:00.000,True
1445,913,5,4,5,2013-09-15,2013-09-24,91117.95,7289.44,2277.95,100685.33,2013-09-24 00:00:00.000,True
1446,914,4,4,1,2013-09-15,2013-09-24,525.0,42.0,13.13,580.13,2013-09-24 00:00:00.000,True
1447,915,4,4,5,2013-09-15,2013-09-24,2003.68,160.29,50.09,2214.07,2013-09-24 00:00:00.000,True
1448,916,4,4,4,2013-09-15,2013-09-24,26455.28,2116.42,661.38,29233.08,2013-09-24 00:00:00.000,True
1449,917,4,4,2,2013-09-15,2013-09-24,944.37,75.55,23.61,1043.53,2013-09-24 00:00:00.000,True
1450,918,4,4,4,2013-09-15,2013-09-24,51588.08,4127.05,1289.7,57004.82,2013-09-24 00:00:00.000,True
1451,919,4,4,5,2013-09-15,2013-09-24,26720.93,2137.67,668.02,29526.62,2013-09-24 00:00:00.000,True
1452,920,4,4,5,2013-09-15,2013-09-24,37843.58,3027.49,946.09,41817.15,2013-09-24 00:00:00.000,True
1453,921,4,4,4,2013-09-15,2013-09-24,25531.28,2042.5,638.28,28212.06,2013-09-24 00:00:00.000,True
1454,922,4,4,5,2013-09-15,2013-09-24,278.84,22.31,6.97,308.12,2013-09-24 00:00:00.000,True
1455,923,4,4,4,2013-09-15,2013-09-24,125.75,10.06,3.14,138.95,2013-09-24 00:00:00.000,True
1456,924,4,4,5,2013-09-15,2013-09-24,150.79,12.06,3.77,166.62,2013-09-24 00:00:00.000,True
1457,925,4,4,5,2013-09-17,2013-09-26,2069.27,165.54,51.73,2286.54,2013-09-26 00:00:00.000,True
1458,926,4,4,2,2013-09-17,2013-09-26,8847.3,707.78,221.18,9776.27,2013-09-26 00:00:00.000,True
1459,927,4,4,5,2013-09-17,2013-09-26,171.08,13.69,4.28,189.04,2013-09-26 00:00:00.000,True
1460,928,4,4,4,2013-09-17,2013-09-26,20397.3,1631.78,509.93,22539.02,2013-09-26 00:00:00.000,True
1461,929,4,4,3,2013-09-18,2013-09-27,14628.08,1170.25,365.7,16164.02,2013-09-27 00:00:00.000,True
1462,930,4,4,3,2013-09-18,2013-09-27,58685.55,4694.84,1467.14,64847.53,2013-09-27 00:00:00.000,True
1463,931,4,4,5,2013-09-18,2013-09-27,532.29,42.58,13.31,588.18,2013-09-27 00:00:00.000,True
1464,932,4,4,5,2013-09-18,2013-09-27,272.76,21.82,6.82,301.4,2013-09-27 00:00:00.000,True
1465,933,4,4,5,2013-09-18,2013-09-27,1796.04,143.68,44.9,1984.62,2013-09-27 00:00:00.000,True
1466,934,4,4,5,2013-09-18,2013-09-27,279.78,22.38,6.99,309.16,2013-09-27 00:00:00.000,True
1467,935,4,4,5,2013-09-18,2013-09-27,34644.23,2771.54,866.11,38281.87,2013-09-27 00:00:00.000,True
1468,936,4,4,4,2013-09-18,2013-09-27,1839.51,147.16,45.99,2032.65,2013-09-27 00:00:00.000,True
1469,937,4,4,5,2013-09-18,2013-09-27,146.29,11.7,3.66,161.65,2013-09-27 00:00:00.000,True
1470,938,4,4,5,2013-09-18,2013-09-27,102.56,8.21,2.56,113.33,2013-09-27 00:00:00.000,True
1471,939,4,4,5,2013-09-18,2013-09-27,150.79,12.06,3.77,166.62,2013-09-27 00:00:00.000,True
1472,940,4,4,5,2013-09-18,2013-09-27,13669.43,1093.55,341.74,15104.71,2013-09-27 00:00:00.000,True
1473,941,4,4,5,2013-09-18,2013-09-27,13458.69,1076.7,336.47,14871.85,2013-09-27 00:00:00.000,True
1474,942,4,4,2,2013-09-18,2013-09-27,28343.7,2267.5,708.59,31319.79,2013-09-27 00:00:00.000,True
1475,943,4,4,1,2013-09-18,2013-09-27,551.88,44.15,13.8,609.83,2013-09-27 00:00:00.000,True
1476,944,4,3,1,2013-09-18,2013-09-27,3811.5,304.92,95.29,4211.71,2013-09-27 00:00:00.000,True
1477,945,4,4,2,2013-09-20,2013-09-29,28072.28,2245.78,701.81,31019.86,2013-09-29 00:00:00.000,True
1478,946,4,4,1,2013-09-20,2013-09-29,37312.28,2984.98,932.81,41230.06,2013-09-29 00:00:00.000,True
1479,947,4,4,1,2013-09-20,2013-09-29,3407.25,272.58,85.18,3765.01,2013-09-29 00:00:00.000,True
1480,948,4,4,2,2013-09-20,2013-09-29,28297.5,2263.8,707.44,31268.74,2013-09-29 00:00:00.000,True
1481,949,4,4,2,2013-09-22,2013-10-01,59.94,4.8,1.5,66.24,2013-10-01 00:00:00.000,True
1482,950,4,4,4,2013-09-22,2013-10-01,117.43,9.39,2.94,129.76,2013-10-01 00:00:00.000,True
1483,951,4,4,5,2013-09-22,2013-10-01,43878.45,3510.28,1096.96,48485.69,2013-10-01 00:00:00.000,True
1484,952,4,4,5,2013-09-22,2013-10-01,142.63,11.41,3.57,157.61,2013-10-01 00:00:00.000,True
1485,953,4,4,1,2013-09-22,2013-10-01,12300.75,984.06,307.52,13592.33,2013-10-01 00:00:00.000,True
1486,954,4,4,5,2013-09-22,2013-10-01,142.41,11.39,3.56,157.36,2013-10-01 00:00:00.000,True
1487,955,4,4,5,2013-09-22,2013-10-01,19236.53,1538.92,480.91,21256.36,2013-10-01 00:00:00.000,True
1488,956,4,4,4,2013-09-22,2013-10-01,50983.94,4078.71,1274.6,56337.25,2013-10-01 00:00:00.000,True
1489,957,4,4,1,2013-09-22,2013-10-01,1276.28,102.1,31.91,1410.28,2013-10-01 00:00:00.000,True
1490,958,4,4,1,2013-09-22,2013-10-01,2003.93,160.31,50.1,2214.34,2013-10-01 00:00:00.000,True
1491,959,4,4,2,2013-09-22,2013-10-01,50860.43,4068.83,1271.51,56200.77,2013-10-01 00:00:00.000,True
1492,960,4,4,1,2013-09-22,2013-10-01,454.86,36.39,11.37,502.62,2013-10-01 00:00:00.000,True
1493,961,4,4,5,2013-09-22,2013-10-01,43878.45,3510.28,1096.96,48485.69,2013-10-01 00:00:00.000,True
1494,962,4,4,2,2013-09-22,2013-10-01,7132.13,570.57,178.3,7881.0,2013-10-01 00:00:00.000,True
1495,963,4,4,2,2013-09-22,2013-10-01,28343.7,2267.5,708.59,31319.79,2013-10-01 00:00:00.000,True
1496,964,4,4,4,2013-09-22,2013-10-01,22516.73,1801.34,562.92,24880.98,2013-10-01 00:00:00.000,True
1497,965,4,4,1,2013-09-26,2013-10-05,3713.33,297.07,92.83,4103.22,2013-10-05 00:00:00.000,True
1498,966,4,4,5,2013-09-26,2013-10-05,63831.08,5106.49,1595.78,70533.34,2013-10-05 00:00:00.000,True
1499,967,4,4,5,2013-09-26,2013-10-05,16340.31,1307.22,408.51,18056.04,2013-10-05 00:00:00.000,True
1500,968,4,4,5,2013-09-26,2013-10-05,5711.48,456.92,142.79,6311.18,2013-10-05 00:00:00.000,True
1501,969,4,4,5,2013-09-26,2013-10-05,34644.23,2771.54,866.11,38281.87,2013-10-05 00:00:00.000,True
