STOREKEY,BUSINESSENTITYID,STORENAME,SALESPERSONKEY,SALESPERSONID,DEMOGRAPHICS,ROWGUID,STOREMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
124,538,Amalgamated Parts Shop,15,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened>1999</YearOpened><Specialty>Touring</Specialty><SquareFeet>77000</SquareFeet><Brands>4+</Brands><Internet>T3</Internet><NumberEmployees>99</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,2ebe8d4e73df4ef9bec60e3a4eb97981fed1b280039d210d242309e3300e1859
125,540,Metro Bike Works,2,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1999</YearOpened><Specialty>Mountain</Specialty><SquareFeet>77000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>100</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,b259e0fd8984e50f45ac594416c5ebb83c01982b0d54f22712d8e54205eae09a
126,542,Best o' Bikes,4,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1972</YearOpened><Specialty>Touring</Specialty><SquareFeet>19000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>10</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,ddfe140dd0a4fbdf8e06ab46aecbc48deab4b095acdcf436f05f6ccf1a560aed
127,544,Painters Bicycle Specialists,2,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1998</YearOpened><Specialty>Road</Specialty><SquareFeet>24000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>27</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,39fdb7bc205b30849f7205fba5fe54539916f7400c3371a6f2316a2b4d575c4f
128,546,Client Discount Store,4,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BM</BusinessType><YearOpened>2000</YearOpened><Specialty>Mountain</Specialty><SquareFeet>24000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>20</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,9bec575e16fb2fbcc4a431fb65eb20c2104d962fd5488832a09dd619353627b5
129,548,Eastside Sporting Goods,2,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BM</BusinessType><YearOpened>2000</YearOpened><Specialty>Road</Specialty><SquareFeet>19000</SquareFeet><Brands>AW</Brands><Internet>T1</Internet><NumberEmployees>17</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,b4e88d6fc9a1ae0e28121055987e55ea3efef7f03aec29dacbb2f992365f5f33
130,550,Helmets and Cycles,13,286,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BM</BusinessType><YearOpened>1994</YearOpened><Specialty>Touring</Specialty><SquareFeet>21000</SquareFeet><Brands>4+</Brands><Internet>ISDN</Internet><NumberEmployees>14</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,b86c30a5e48be7e6af6d97bdffb8a9ae4476bb6a6ee6cfdc7bc3b3a575adf241
131,552,Requisite Part Supply,9,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1988</YearOpened><Specialty>Road</Specialty><SquareFeet>39000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>35</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,a36bf54ecfc94f451a3f9e1d626679c2666922a482628a17e2be9f1274b47d84
132,554,Racks and Security Systems,6,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1976</YearOpened><Specialty>Touring</Specialty><SquareFeet>39000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>36</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,a6b2b01fefe20398c054446aa3f025977834b02a0a6fb3583d1f99e18809325e
133,556,Mechanical Products Ltd.,8,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BS</BusinessType><YearOpened>1971</YearOpened><Specialty>Road</Specialty><SquareFeet>38000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>37</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,a9bcf005bb844685a589258f01a4abaca8b4aa56e78a5772f2378b7476c73f04
134,558,Commendable Bikes,10,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1974</YearOpened><Specialty>Road</Specialty><SquareFeet>37000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>39</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,0f9a570b87ac8f2800e2a4a46f7b1153ac9d161246aec70e8023f0d86cd3993a
135,560,Online Bike Sellers,2,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1982</YearOpened><Specialty>Mountain</Specialty><SquareFeet>39000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>40</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,9fef2090e0ee123660c2b1f438e7b04bd0402adc884593581be0842fd3060262
136,562,Custom Accessories Company,5,278,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1998</YearOpened><Specialty>Road</Specialty><SquareFeet>79000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>98</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,ea13f75b68b0be8254bf637d934eb2b99c14c643ef8354dfcb63f7130e672a87
137,564,Unusual Bicycle Company,13,286,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>1999</YearOpened><Specialty>Touring</Specialty><SquareFeet>78000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>99</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,93dfb2c864b61671a95222516af222be16e9e68289bd05f7f4daece5e8394511
138,566,Courteous Bicycle Specialists,9,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BM</BusinessType><YearOpened>1982</YearOpened><Specialty>Touring</Specialty><SquareFeet>10000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>8</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,b44e979fcdc82a8e41bd5bc886c4a51a9d0dca471491f19bba7569c6dca4fa04
139,568,Hobby Store,6,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BM</BusinessType><YearOpened>1976</YearOpened><Specialty>Mountain</Specialty><SquareFeet>6000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>5</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,cb9ebcf61c789fcb5a9f8afe6034dc45465e7e772b531be6be774dd2ff711869
140,570,Professional Cycle Store,8,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BM</BusinessType><YearOpened>1970</YearOpened><Specialty>Mountain</Specialty><SquareFeet>10000</SquareFeet><Brands>2</Brands><Internet>T1</Internet><NumberEmployees>2</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,53aa22333bb429c743d0a772d335e46fa96f729b728f6b6a2688c3e3ecc37866
141,572,Bike Universe,8,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>United Security</BankName><BusinessType>BS</BusinessType><YearOpened>1971</YearOpened><Specialty>Mountain</Specialty><SquareFeet>28000</SquareFeet><Brands>4+</Brands><Internet>T2</Internet><NumberEmployees>28</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,c3eeb02d45a989ca3e008c27d88ce9cdea009d2aaab679346ba955f1def925f9
142,574,Fifth Bike Store,10,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BS</BusinessType><YearOpened>2001</YearOpened><Specialty>Road</Specialty><SquareFeet>26000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>25</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,532d286690832b93941a43a5295a20924d299750906e29d2adfa6c14164fb715
143,576,Independent Outlet,2,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BS</BusinessType><YearOpened>1996</YearOpened><Specialty>Road</Specialty><SquareFeet>25000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>22</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,33c87131000915ee23e69e2f738279d0845864ddfcc585f660f3b35538b74c07
144,578,Rambling Tours,15,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BS</BusinessType><YearOpened>1990</YearOpened><Specialty>Touring</Specialty><SquareFeet>19000</SquareFeet><Brands>3</Brands><Internet>T3</Internet><NumberEmployees>19</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,543d86c20d6ab1bdd44ea61ce8bc956b67b72094958af48a465acfbb0753b9e3
145,580,Farthest Bike Store,9,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1987</YearOpened><Specialty>Touring</Specialty><SquareFeet>74000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>80</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,636d734f28f2c7d99d31feee1339c01516a2fa03d9a3d5e571acb559ed477914
146,582,Excellent Bikes,15,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>OS</BusinessType><YearOpened>1992</YearOpened><Specialty>Touring</Specialty><SquareFeet>75000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>81</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,d58f5bb93911b8d9d988f60e7bbe0578325d464a5ac02ad76f7b87b9c2e6c1d1
147,584,Curbside Universe,2,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1984</YearOpened><Specialty>Road</Specialty><SquareFeet>73000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>82</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,df22f81cc4f49c111c4439bfea2f88ab7b6461dfb6988b33e70d9276eb682e4f
148,586,Alternative Vehicles,7,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BS</BusinessType><YearOpened>1983</YearOpened><Specialty>Road</Specialty><SquareFeet>41000</SquareFeet><Brands>4+</Brands><Internet>T1</Internet><NumberEmployees>45</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,302cbcfa1c3d4d1124ed26f583c17aef93741398e5eb6370035acc6b832c6c6f
149,588,Channel Outlet,16,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BS</BusinessType><YearOpened>1991</YearOpened><Specialty>Touring</Specialty><SquareFeet>40000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>46</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,93af583a056fcec50e2a1bde7230b7a25409de9be09661e861cfbf16d7b12b30
150,590,Full Sports Supply,17,290,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1986</YearOpened><Specialty>Mountain</Specialty><SquareFeet>38000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>47</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,b26e25776c27bf50285c0073ae57806d4bfb9342b082a2f0926fe0ba64baabb1
151,592,Retail Mall,9,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1977</YearOpened><Specialty>Road</Specialty><SquareFeet>79000</SquareFeet><Brands>4+</Brands><Internet>ISDN</Internet><NumberEmployees>91</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,f07f9fc17f168465a12ce95e4bff238c2764d0572c905e024ed6bc3a2cba89df
152,594,Racing Store,17,290,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1987</YearOpened><Specialty>Road</Specialty><SquareFeet>78000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>92</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,8f9f1312a2eaa5cc5dc6962a0cf3088a3e970f83be62a47e06f79f579962a7dd
153,596,Metro Metals Co.,16,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>1974</YearOpened><Specialty>Touring</Specialty><SquareFeet>77000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>93</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,af8b7ba0bb73e0c582144a4690a9a4ef1283a33878e458caf591acf95f5060e7
154,598,Sheet Metal Manufacturing,4,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BM</BusinessType><YearOpened>1997</YearOpened><Specialty>Road</Specialty><SquareFeet>19000</SquareFeet><Brands>3</Brands><Internet>T1</Internet><NumberEmployees>17</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,ef5ff542ceda55bd94fd811a9d934e2c65f7562ec63ee236c8bef2d652c83297
155,600,Thorough Parts and Repair Services,7,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BM</BusinessType><YearOpened>1975</YearOpened><Specialty>Road</Specialty><SquareFeet>22000</SquareFeet><Brands>2</Brands><Internet>T1</Internet><NumberEmployees>18</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,0aec4cd02429e4061e2b5cfd28d32f128b5bb8001aaa5a6a033929f97857ff47
156,602,Uttermost Bike Shop,16,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BM</BusinessType><YearOpened>2000</YearOpened><Specialty>Road</Specialty><SquareFeet>20000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>19</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,1d7bb9df44f844d7aa8f3c723836eb8e05735486b93e7e88b14c43cce85fbebc
157,604,Mechanical Sports Center,2,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BS</BusinessType><YearOpened>1995</YearOpened><Specialty>Road</Specialty><SquareFeet>40000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>40</NumberEmployees></StoreSurvey>",,2014-09-12 11:15:07.497,True,2006-06-23,9999-12-31 00:00:00,73f4d9844f09b7d83a53d9e9995e8ecfb90fcb54632009144a6b5f66fba4b4b4
