PRODUCTKEY,PRODUCTID,PRODUCTNAME,FINISHEDGOODSFLAG,COLOR,SAFETYSTOCKLEVEL,REORDERPOINT,STANDARDCOST,LISTPRICE,SIZE,WEIGHT,DAYSTOMANUFACTURE,PRODUCTLINE,CLASS,STYLE,PRODUCTMODIFIEDDATE,SUBCATEPROMODIFIEDDATE,CATEPROMODIFIEDDATE,PRODUCTSUBCATEGORYID,PRODUCTCATEGORYID,CATEGORYNAME,SELLSTARTDATE,SELLENDDATE,DISCONTINUEDDATE,PRICERANKINSUBCATEGORY,PROFITMARGINPCT,TOTALPROINCATE,AVGPRICEBYSUBCATEGORY,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
482,826,LL Road Rear Wheel,True,Black,500,375,50,113,,1050.0,1,R ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,11,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,1a5c9c6432e031af7550897234af56a8bc89bc7c640de41fb327d5c4d2d7dc16
483,823,LL Mountain Rear Wheel,True,Black,500,375,39,88,,,1,M ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,12,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,72984556b53d1041f8270caadf4023fc5f2ba8da2656ec859e5612a71c4463b4
484,818,LL Road Front Wheel,True,Black,500,375,38,86,,900.0,1,R ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,13,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,ddffddfb44116e4655b95131e7dbb97cb43c7d5ef019a993e6de4443858d27a8
485,815,LL Mountain Front Wheel,True,Black,500,375,27,61,,,1,M ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,14,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,e706913f874cce1425036713de5450b56da7f9793cc956345b1aced8cf88d589
486,709,"Mountain Bike Socks, M",True,White,4,3,3,10,M,,0,M ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,23.0,3.0,Clothing,2011-05-31,2012-05-29,,1,179.0,35,9,True,2006-06-23,9999-12-31 00:00:00,04155ce4b00e1f8eeb1eeac684da285cca3a458d5e69845cb2a4c100b7ca2496
487,710,"Mountain Bike Socks, L",True,White,4,3,3,10,L,,0,M ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,23.0,3.0,Clothing,2011-05-31,2012-05-29,,1,179.0,35,9,True,2006-06-23,9999-12-31 00:00:00,968c75912ebfee587aadc2000daa847f1339df8396e281597ea26413c64ae749
488,874,"Racing Socks, M",True,White,4,3,3,9,M,,0,R ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,23.0,3.0,Clothing,2013-05-30,,,2,168.0,35,9,True,2006-06-23,9999-12-31 00:00:00,2f9d07d56fcaab0238f007fc2107db6b5ec6844ac24329723f400022a2f94809
489,875,"Racing Socks, L",True,White,4,3,3,9,L,,0,R ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,23.0,3.0,Clothing,2013-05-30,,,2,168.0,35,9,True,2006-06-23,9999-12-31 00:00:00,91f053b9eb686fb78de853b61995670268c1c644a5b7163d48f2a3799ab59e0a
490,855,"Men's Bib-Shorts, S",True,Multi,4,3,37,90,S,,0,S ,,M ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,18.0,3.0,Clothing,2012-05-30,2013-05-29,,1,142.0,35,90,True,2006-06-23,9999-12-31 00:00:00,64c08dd1bf7da50133c0577d657a8ac561e0aa3b2b3e2d15c8af8999b6cf8a62
491,856,"Men's Bib-Shorts, M",True,Multi,4,3,37,90,M,,0,S ,,M ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,18.0,3.0,Clothing,2012-05-30,2013-05-29,,1,142.0,35,90,True,2006-06-23,9999-12-31 00:00:00,1abc849002daf5e36a06e3fa2e36aee6cd02bcac41d3e53607e4a07992a15d60
492,857,"Men's Bib-Shorts, L",True,Multi,4,3,37,90,L,,0,S ,,M ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,18.0,3.0,Clothing,2012-05-30,2013-05-29,,1,142.0,35,90,True,2006-06-23,9999-12-31 00:00:00,de242aea7584dc28750f35ba1f612a104ba8806d5860dc49617cd7f728914229
493,952,Chain,True,Silver,500,375,9,20,,,1,,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,7.0,2.0,Components,2013-05-30,,,1,125.0,134,20,True,2006-06-23,9999-12-31 00:00:00,298f98d9fab59c9691a6708e545f519f757ca4f6e8618dbd252656264b4fc64f
494,930,HL Mountain Tire,True,,500,375,13,35,,,0,M ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,1,167.0,29,19,True,2006-06-23,9999-12-31 00:00:00,83979ef90f71b97475aef006062c0723b5c71f7a392272f0a0bfa2f17568a924
495,933,HL Road Tire,True,,500,375,12,33,,,0,R ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,2,167.0,29,19,True,2006-06-23,9999-12-31 00:00:00,663a9845c5189bb43bdff39c237dd4a64f00cb88dbfa30b4cf380a0b93c7c11b
496,929,ML Mountain Tire,True,,500,375,11,30,,,0,M ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,3,167.0,29,19,True,2006-06-23,9999-12-31 00:00:00,58fbd46220327eb165146fd654985dfd96c63291db7498d810f08feee2ee63a1
497,934,Touring Tire,True,,500,375,11,29,,,0,T ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,4,167.0,29,19,True,2006-06-23,9999-12-31 00:00:00,44fae19a0d627e18b177259fe44d12a03256393e872ef4f84e6a986a11d6c784
498,928,LL Mountain Tire,True,,500,375,9,25,,,0,M ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,5,167.0,29,19,True,2006-06-23,9999-12-31 00:00:00,221b7fe1bdb20910ee6f9baaf27e181d30670606b4b063c30f00b02494990006
499,932,ML Road Tire,True,,500,375,9,25,,,0,R ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,5,167.0,29,19,True,2006-06-23,9999-12-31 00:00:00,05f1b7ab042a1e46deea1f6e62672421e2bba09d908da73b6ebd505853c62f28
500,931,LL Road Tire,True,,500,375,8,21,,,0,R ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,6,167.0,29,19,True,2006-06-23,9999-12-31 00:00:00,eb08093f26ef3c560be8910321c9202e68a04f62631d1b92fa9e72b650ec55f6
501,921,Mountain Tire Tube,True,,500,375,2,5,,,0,M ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,7,167.0,29,19,True,2006-06-23,9999-12-31 00:00:00,21cd7f083a5d58766760cd1869ad80439261be06a7cbc1b18bf41cbdc3660404
502,923,Touring Tire Tube,True,,500,375,2,5,,,0,T ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,7,167.0,29,19,True,2006-06-23,9999-12-31 00:00:00,56cade5673ff99bb9e1121da571c1ca467f6ddd26d13726739a3ddc7adbd574b
503,922,Road Tire Tube,True,,500,375,1,4,,,0,R ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,8,168.0,29,19,True,2006-06-23,9999-12-31 00:00:00,ea5c11ca74f34cfe80195ebd4d21b98e3d66cce60a14210307147485a31729d3
504,873,Patch Kit/8 Patches,True,,4,3,1,2,,,0,S ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,37.0,4.0,Accessories,2013-05-30,,,9,166.0,29,19,True,2006-06-23,9999-12-31 00:00:00,0510626d9c0975c20c3b65dbc916b83e59757e06ee5de7bcbbd37b9d2462c943
505,843,Cable Lock,True,,4,3,10,25,,,0,S ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,34.0,4.0,Accessories,2012-05-30,2013-05-29,,1,142.0,29,25,True,2006-06-23,9999-12-31 00:00:00,9e4890e7ca52d02b64650648b27c8d6ba11235c5a8c2dd386b90ff5e0c0fa354
506,954,"Touring-1000 Yellow, 46",True,Yellow,100,75,1482,2384,46,25.0,4,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,1,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,d196acd4cfac4a6c978e4a99c058e717fdd3799b0b6d9c594d3dfba47b5772cb
507,955,"Touring-1000 Yellow, 50",True,Yellow,100,75,1482,2384,50,25.0,4,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,1,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,95c5ef18151b20082312a67361c99c6283ac3fc84937759447c33a4a31494867
508,956,"Touring-1000 Yellow, 54",True,Yellow,100,75,1482,2384,54,26.0,4,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,1,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,5ca9c93832b136c424b4dae8fae6cb72d007f457d1797fefc317e42507890fed
509,957,"Touring-1000 Yellow, 60",True,Yellow,100,75,1482,2384,60,26.0,4,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,1,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,a9ff7e240fbaee6d6531c9507f58ce78632837f83719e39aa76e979b8719d3b7
510,969,"Touring-1000 Blue, 60",True,Blue,100,75,1482,2384,60,26.0,4,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,1,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,952976e665b89c0f8fe59f9d4cb207883c843a55ee9ef1ce17dad7e3ab38681c
511,968,"Touring-1000 Blue, 54",True,Blue,100,75,1482,2384,54,26.0,4,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,1,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,c6a38aac2e5e9ec184512592b8112ef16623b474f3b1ceacd28d856ff5c79459
512,967,"Touring-1000 Blue, 50",True,Blue,100,75,1482,2384,50,25.0,4,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,1,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,14b178258d30179d44215215030ed5e19ac0c5e58028e7ba79764723b9ff2fa3
513,966,"Touring-1000 Blue, 46",True,Blue,100,75,1482,2384,46,25.0,4,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,1,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,968b77c00ccc2be38b888063184ef8ce8e75935db69311b2ef90cee82eb37895
514,953,"Touring-2000 Blue, 60",True,Blue,100,75,755,1215,60,28.0,4,T ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,2,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,a6901cdd1d0b79591dbaf728ea6110e040e6543a063aa7579b80070c5f04e16f
515,972,"Touring-2000 Blue, 54",True,Blue,100,75,755,1215,54,28.0,4,T ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,2,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,f5de37f816afb959cf379983bc1912d339b15c2a7b578d77f99ec6c64c2004f4
516,971,"Touring-2000 Blue, 50",True,Blue,100,75,755,1215,50,27.0,4,T ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,2,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,08f4260d28e0ae22436061b9cce79469207b662fc1aab88d03d2005bd8ee9c53
517,970,"Touring-2000 Blue, 46",True,Blue,100,75,755,1215,46,27.0,4,T ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,2,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,272585a6a83a06308063183e14e659164dce3fc55ea4dabdc2a858f5d146a070
518,979,"Touring-3000 Blue, 50",True,Blue,100,75,461,742,50,29.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,19610d8efacb541f13f9217329fd4239f0ef3632076d51d1e7ef0a5e6fb4d30d
519,978,"Touring-3000 Blue, 44",True,Blue,100,75,461,742,44,29.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,6def15426477c5b02882dc9bcf072f044dc77db8044855c7a61f7358675a42c4
520,965,"Touring-3000 Yellow, 62",True,Yellow,100,75,461,742,62,30.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,f37a0d9f20698ce496dcb90d38dd93e01ef6f3faa87fdb080dfc72a1a96c666e
521,964,"Touring-3000 Yellow, 58",True,Yellow,100,75,461,742,58,30.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,ba2eb17c7ce64ab2766d86efee2e4c5b5b77d8fe5e35568d17fdae29883f4580
522,963,"Touring-3000 Yellow, 54",True,Yellow,100,75,461,742,54,29.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,fc7d45b7c8f5e3bdd492d51aee562ec8be2690cf0adff3ca540a3e5b131ea972
523,962,"Touring-3000 Yellow, 50",True,Yellow,100,75,461,742,50,29.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,0b6a647f1b3a5f296e82952accd6707fe790325b7958089265bd18c589527028
524,961,"Touring-3000 Yellow, 44",True,Yellow,100,75,461,742,44,29.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,cd18ff12983cd9488dd4ceaa15d4fcf7e264d15e2f4acf4fd55ab11c7e2b9231
525,960,"Touring-3000 Blue, 62",True,Blue,100,75,461,742,62,30.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,5c6cfd2f3086200f48205eb742e0b7d6ec401120bf76549a352c31bf6bd1f55d
526,959,"Touring-3000 Blue, 58",True,Blue,100,75,461,742,58,30.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,29f26af8c3c64dd19abe7468c0ca239f0bbdb75b953283b96f54739340ecea54
527,958,"Touring-3000 Blue, 54",True,Blue,100,75,461,742,54,30.0,4,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,3.0,1.0,Bikes,2013-05-30,,,3,61.0,97,1425,True,2006-06-23,9999-12-31 00:00:00,0b13c74a8c72371c790d25c45890ccc2d0ba7c00d840fa5ad7b4af12c08922a1
528,845,Mountain Pump,True,,4,3,10,25,,,0,M ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,36.0,4.0,Accessories,2012-05-30,2013-05-29,,1,142.0,29,22,True,2006-06-23,9999-12-31 00:00:00,a56a667039c6da3c86d590e6d0f6cbecb4e038e4ecd94d118d5f65221e0e66af
529,844,Minipump,True,,4,3,8,20,,,0,S ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,36.0,4.0,Accessories,2012-05-30,2013-05-29,,2,142.0,29,22,True,2006-06-23,9999-12-31 00:00:00,40cc34125a1fc4f825ca8650be08020c230a48d38f3936f8f43381f34029489f
530,887,"HL Touring Frame - Yellow, 46",True,Yellow,500,375,602,1004,46,3.0,1,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,1,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,aba89f81bdc971b84d8d067dd040175cd2330c3272f2b24606884ed73ee417cf
531,888,"HL Touring Frame - Yellow, 50",True,Yellow,500,375,602,1004,50,3.0,1,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,1,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,2c00a39dc599e9726bacadaee7bf49f5b7d108d3ef86c51bcbcad337b51f8050
532,889,"HL Touring Frame - Yellow, 54",True,Yellow,500,375,602,1004,54,3.0,1,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,1,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,4a02b20ad50980c989b3aca0750342641095c2e97a8414aa0452f6fa92c47851
533,890,"HL Touring Frame - Blue, 46",True,Blue,500,375,602,1004,46,3.0,1,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,1,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,1e95b08b05fc20c360e4cf60a17a2a0812ca4bd16cd71cd0c47c8f6348688016
534,891,"HL Touring Frame - Blue, 50",True,Blue,500,375,602,1004,50,3.0,1,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,1,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,0774d902b6f3fb5ac36b61f14902a8ab5cad292f4d5bfa2b98cf68c11a2eb19d
535,892,"HL Touring Frame - Blue, 54",True,Blue,500,375,602,1004,54,3.0,1,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,1,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,70862600c33a27274ec65fe3f06339e9391c59d25693482c89481a81cf59ec60
536,893,"HL Touring Frame - Blue, 60",True,Blue,500,375,602,1004,60,3.0,1,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,1,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,d489033bfd8769c6c305a88ac8cf4292a86e78533f0bef0837cccf49cb5f01a8
537,885,"HL Touring Frame - Yellow, 60",True,Yellow,500,375,602,1004,60,3.0,1,T ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,1,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,459de516dc313954a36f55655da1849afa2dff89afe3b8905606d68d08daf12a
538,895,"LL Touring Frame - Blue, 50",True,Blue,500,375,200,333,50,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,7779e770e195840c7b59a5cee949a7d7b6a9d6300e21e607f0ce7a52f65ecea2
539,903,"LL Touring Frame - Blue, 44",True,Blue,500,375,200,333,44,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,a74ea10177b3f8360e9176da5364c716ae666cff0b6e663279bc5972eaa8c3f1
540,902,"LL Touring Frame - Yellow, 58",True,Yellow,500,375,200,333,58,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,62a8ca0e31ac268cf5610be22d28f5e936de1096caeffcd216790bd022f18c84
541,901,"LL Touring Frame - Yellow, 54",True,Yellow,500,375,200,333,54,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,5274fbd92b76dfbeb44b28529aaef920572f52fc8d1b10b389ce01abf98edf17
542,900,"LL Touring Frame - Yellow, 50",True,Yellow,500,375,200,333,50,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,21cbd06204de8b2d3e5f56d0b3ef4c2e3a15b353255456df72a0c9f17034ea74
543,899,"LL Touring Frame - Yellow, 44",True,Yellow,500,375,200,333,44,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,8928e90133f1d92febc32e26a088ae7f867ffe4b99d43d212ed8079c8d3c0bf4
544,898,"LL Touring Frame - Blue, 62",True,Blue,500,375,200,333,62,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,0d74e35360913e8ab9f4212a7aa2f62433c55435d8be04f925b58dbc5d4ec7af
545,897,"LL Touring Frame - Blue, 58",True,Blue,500,375,200,333,58,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,92a7b5a52a3f60235e7f9953efa4cb3f54835601fe8c5ccbf866858bc11ce13e
546,896,"LL Touring Frame - Blue, 54",True,Blue,500,375,200,333,54,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,203dea157454d5b2774f684370b28321463d00035eed81af03a9b7b5259ff3a7
547,886,"LL Touring Frame - Yellow, 62",True,Yellow,500,375,200,333,62,3.0,1,T ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,16.0,2.0,Components,2013-05-30,,,2,67.0,134,631,True,2006-06-23,9999-12-31 00:00:00,f0d812eae00d86a53f3053b2495a35a56fc9cc8558ae63b62b37acff5edfe389
548,877,Bike Wash - Dissolver,True,,4,3,3,8,,,0,S ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,29.0,4.0,Accessories,2013-05-30,,,1,168.0,29,8,True,2006-06-23,9999-12-31 00:00:00,342046c9d73062f95784462da1af81e3af02eca8d0d27f9131e4d9e2e3eb0c58
