PURCHASEORDERDETAILKEY,PURCHASEORDERID,PURCHASEORDERDETAILID,PURCHASEORDERHEADERKEY,PRODUCTKEY,DUEDATE,ORDERQTY,UNITPRICE,LINETOTAL,RECEIVEDQTY,REJECTEDQTY,STOCKEDQTY,ORDERDETAILMODIFIEDDATE,ISCURRENT
2482,867,1950,1399,159,2013-09-23,3,34.87,104.61,3.0,0.0,3.0,2013-09-16,True
2483,868,1951,1400,9,2013-09-23,550,31.49,17319.23,550.0,0.0,550.0,2013-09-16,True
2484,868,1952,1400,7,2013-09-23,550,48.29,26559.23,550.0,0.0,550.0,2013-09-16,True
2485,869,1953,1401,253,2013-09-23,3,41.24,123.73,3.0,0.0,3.0,2013-09-16,True
2486,869,1954,1401,254,2013-09-23,3,36.97,110.91,3.0,0.0,3.0,2013-09-16,True
2487,869,1955,1401,255,2013-09-23,3,43.22,129.65,3.0,0.0,3.0,2013-09-16,True
2488,869,1956,1401,256,2013-09-23,3,47.49,142.47,3.0,0.0,3.0,2013-09-16,True
2489,869,1957,1401,301,2013-09-23,3,43.27,129.81,3.0,0.0,3.0,2013-09-16,True
2490,870,1958,1402,141,2013-09-23,550,8.76,4816.35,550.0,0.0,550.0,2013-09-16,True
2491,870,1959,1402,142,2013-09-23,550,9.69,5330.33,550.0,55.0,495.0,2013-09-16,True
2492,870,1960,1402,143,2013-09-23,550,6.88,3782.63,550.0,0.0,550.0,2013-09-16,True
2493,871,1961,1403,211,2013-09-23,3,47.47,142.41,3.0,0.0,3.0,2013-09-16,True
2494,872,1962,1404,115,2013-09-23,550,23.08,12693.45,550.0,82.0,468.0,2013-09-16,True
2495,872,1963,1404,116,2013-09-23,550,29.27,16100.7,550.0,0.0,550.0,2013-09-16,True
2496,873,1964,1405,215,2013-09-24,3,43.27,129.81,3.0,0.0,3.0,2013-09-17,True
2497,873,1965,1405,216,2013-09-24,3,47.54,142.63,3.0,0.0,3.0,2013-09-17,True
2498,873,1966,1405,217,2013-09-24,3,43.27,129.81,3.0,0.0,3.0,2013-09-17,True
2499,874,1967,1406,109,2013-09-24,550,2.32,1276.28,550.0,0.0,550.0,2013-09-17,True
2500,875,1968,1407,122,2013-09-24,550,3.64,2003.93,550.0,0.0,550.0,2013-09-17,True
2501,876,1969,1408,440,2013-09-24,550,21.09,11601.98,468.0,0.0,468.0,2013-09-17,True
2502,876,1970,1408,437,2013-09-24,550,30.44,16741.73,550.0,0.0,550.0,2013-09-17,True
2503,876,1971,1408,435,2013-09-24,550,40.94,22516.73,550.0,0.0,550.0,2013-09-17,True
2504,877,1972,1409,165,2013-09-24,60,3.6,216.09,60.0,0.0,60.0,2013-09-17,True
2505,877,1973,1409,166,2013-09-24,60,3.98,238.77,60.0,0.0,60.0,2013-09-17,True
2506,878,1974,1410,9,2013-09-24,550,31.49,17319.23,550.0,0.0,550.0,2013-09-17,True
2507,878,1975,1410,7,2013-09-24,550,48.29,26559.23,550.0,0.0,550.0,2013-09-17,True
2508,879,1976,1411,120,2013-09-24,550,12.97,7132.13,550.0,0.0,550.0,2013-09-17,True
2509,880,1977,1412,441,2013-09-24,550,21.09,11601.98,550.0,0.0,550.0,2013-09-17,True
2510,880,1978,1412,438,2013-09-24,550,30.44,16741.73,550.0,55.0,495.0,2013-09-17,True
2511,881,1979,1413,434,2013-09-24,550,40.94,22516.73,550.0,0.0,550.0,2013-09-17,True
2512,882,1980,1414,4,2013-09-24,550,62.99,34644.23,550.0,82.0,468.0,2013-09-17,True
2513,883,1981,1415,77,2013-09-24,3,45.42,136.27,3.0,0.0,3.0,2013-09-17,True
2514,883,1982,1415,78,2013-09-24,3,43.32,129.97,3.0,0.0,3.0,2013-09-17,True
2515,883,1983,1415,79,2013-09-24,3,47.6,142.79,3.0,0.0,3.0,2013-09-17,True
2516,884,1984,1416,73,2013-09-24,3,47.68,143.04,3.0,0.0,3.0,2013-09-17,True
2517,885,1985,1417,115,2013-09-24,550,23.4,12872.48,550.0,0.0,550.0,2013-09-17,True
2518,885,1986,1417,116,2013-09-24,550,27.87,15326.85,523.0,0.0,523.0,2013-09-17,True
2519,886,1987,1418,123,2013-09-24,550,6.75,3713.33,468.0,0.0,468.0,2013-09-17,True
2520,887,1988,1419,114,2013-09-24,550,36.28,19952.63,550.0,0.0,550.0,2013-09-17,True
2521,888,1989,1420,151,2013-09-24,60,50.75,3044.79,60.0,0.0,60.0,2013-09-17,True
2522,888,1990,1420,152,2013-09-24,60,58.26,3495.87,60.0,0.0,60.0,2013-09-17,True
2523,888,1991,1420,153,2013-09-24,60,50.75,3044.79,60.0,0.0,60.0,2013-09-17,True
2524,888,1992,1420,154,2013-09-24,60,62.93,3775.59,60.0,0.0,60.0,2013-09-17,True
2525,888,1993,1420,155,2013-09-24,60,49.65,2979.27,60.0,0.0,60.0,2013-09-17,True
2526,889,1994,1421,119,2013-09-25,550,10.38,5711.48,550.0,0.0,550.0,2013-09-18,True
2527,890,1995,1422,89,2013-09-25,3,45.65,136.96,3.0,0.0,3.0,2013-09-18,True
2528,890,1996,1422,90,2013-09-25,3,41.38,124.14,3.0,0.0,3.0,2013-09-18,True
2529,890,1997,1422,91,2013-09-25,3,39.28,117.84,3.0,0.0,3.0,2013-09-18,True
2530,891,1998,1423,149,2013-09-25,3,12.72,38.15,3.0,0.0,3.0,2013-09-18,True
2531,891,1999,1423,150,2013-09-25,3,19.94,59.82,3.0,0.0,3.0,2013-09-18,True
2532,892,2000,1424,124,2013-09-25,3,38.16,114.47,3.0,0.0,3.0,2013-09-18,True
2533,893,2001,1425,110,2013-09-25,3,44.22,132.65,3.0,0.0,3.0,2013-09-18,True
2534,894,2002,1426,10,2013-09-25,550,31.49,17319.23,550.0,0.0,550.0,2013-09-18,True
2535,894,2003,1426,8,2013-09-25,550,48.29,26559.23,550.0,0.0,550.0,2013-09-18,True
2536,895,2004,1427,167,2013-09-25,60,6.98,418.95,60.0,0.0,60.0,2013-09-18,True
2537,896,2005,1428,67,2013-09-25,3,47.52,142.57,3.0,0.0,3.0,2013-09-18,True
2538,896,2006,1428,66,2013-09-25,3,45.42,136.27,3.0,0.0,3.0,2013-09-18,True
2539,896,2007,1428,65,2013-09-25,3,49.7,149.09,3.0,0.0,3.0,2013-09-18,True
2540,896,2008,1428,64,2013-09-25,3,45.42,136.27,3.0,0.0,3.0,2013-09-18,True
2541,897,2009,1429,165,2013-09-25,60,3.38,202.86,60.0,0.0,60.0,2013-09-18,True
2542,897,2010,1429,166,2013-09-25,60,4.32,258.93,60.0,0.0,60.0,2013-09-18,True
2543,898,2011,1430,236,2013-09-25,3,43.27,129.81,3.0,0.0,3.0,2013-09-18,True
2544,898,2012,1430,237,2013-09-25,3,41.17,123.51,3.0,0.0,3.0,2013-09-18,True
2545,898,2013,1430,238,2013-09-25,3,45.44,136.33,3.0,0.0,3.0,2013-09-18,True
2546,898,2014,1430,239,2013-09-25,3,41.17,123.51,3.0,0.0,3.0,2013-09-18,True
2547,898,2015,1430,240,2013-09-25,3,39.07,117.21,3.0,0.0,3.0,2013-09-18,True
2548,899,2016,1431,149,2013-09-25,3,12.36,37.08,3.0,0.0,3.0,2013-09-18,True
2549,900,2017,1432,118,2013-09-25,550,39.2,21558.08,550.0,0.0,550.0,2013-09-18,True
2550,901,2018,1433,217,2013-09-25,3,36.97,110.91,3.0,0.0,3.0,2013-09-18,True
2551,901,2019,1433,218,2013-09-25,3,41.24,123.73,3.0,0.0,3.0,2013-09-18,True
2552,901,2020,1433,219,2013-09-25,3,36.97,110.91,3.0,0.0,3.0,2013-09-18,True
2553,901,2021,1433,220,2013-09-25,3,34.87,104.61,3.0,0.0,3.0,2013-09-18,True
2554,902,2022,1434,500,2013-09-25,550,34.87,19178.78,550.0,82.0,468.0,2013-09-18,True
2555,902,2023,1434,499,2013-09-25,550,39.76,21869.93,550.0,0.0,550.0,2013-09-18,True
2556,903,2024,1435,234,2013-09-25,3,45.58,136.74,3.0,0.0,3.0,2013-09-18,True
2557,903,2025,1435,138,2013-09-25,3,43.48,130.44,3.0,0.0,3.0,2013-09-18,True
2558,903,2026,1435,86,2013-09-25,3,47.75,143.26,3.0,0.0,3.0,2013-09-18,True
2559,904,2027,1436,208,2013-09-25,3,43.38,130.13,3.0,0.0,3.0,2013-09-18,True
2560,904,2028,1436,170,2013-09-25,3,47.65,142.95,3.0,0.0,3.0,2013-09-18,True
2561,905,2029,1437,4,2013-09-26,550,62.99,34644.23,550.0,0.0,550.0,2013-09-19,True
2562,906,2030,1438,80,2013-09-26,3,43.32,129.97,3.0,0.0,3.0,2013-09-19,True
2563,906,2031,1438,81,2013-09-26,3,41.22,123.67,3.0,0.0,3.0,2013-09-19,True
2564,906,2032,1438,82,2013-09-26,3,45.5,136.49,3.0,0.0,3.0,2013-09-19,True
2565,906,2033,1438,83,2013-09-26,3,41.22,123.67,3.0,0.0,3.0,2013-09-19,True
2566,907,2034,1439,73,2013-09-26,3,47.68,143.04,3.0,0.0,3.0,2013-09-19,True
2567,908,2035,1440,115,2013-09-26,550,23.4,12872.48,550.0,0.0,550.0,2013-09-19,True
2568,908,2036,1440,116,2013-09-26,550,27.87,15326.85,550.0,0.0,550.0,2013-09-19,True
2569,909,2037,1441,500,2013-09-29,550,34.35,18890.03,550.0,0.0,550.0,2013-09-22,True
2570,909,2038,1441,499,2013-09-29,550,39.24,21581.18,550.0,0.0,550.0,2013-09-22,True
2571,910,2039,1442,207,2013-09-29,3,45.37,136.11,3.0,0.0,3.0,2013-09-22,True
2572,910,2040,1442,208,2013-09-29,3,43.27,129.81,3.0,0.0,3.0,2013-09-22,True
2573,910,2041,1442,170,2013-09-29,3,47.54,142.63,3.0,0.0,3.0,2013-09-22,True
2574,911,2042,1443,494,2013-09-29,550,43.04,23671.73,550.0,0.0,550.0,2013-09-22,True
2575,912,2043,1444,203,2013-09-29,550,10.82,5948.25,550.0,82.0,468.0,2013-09-22,True
2576,913,2044,1445,447,2013-09-29,550,82.83,45558.98,550.0,0.0,550.0,2013-09-22,True
2577,913,2045,1445,446,2013-09-29,550,82.83,45558.98,550.0,0.0,550.0,2013-09-22,True
2578,914,2046,1446,183,2013-09-29,1250,0.21,262.5,1250.0,0.0,1250.0,2013-09-22,True
2579,914,2047,1446,197,2013-09-29,1250,0.21,262.5,1250.0,0.0,1250.0,2013-09-22,True
2580,915,2048,1447,191,2013-09-29,3,49.64,148.93,3.0,0.0,3.0,2013-09-22,True
2581,915,2049,1447,192,2013-09-29,3,44.32,132.96,3.0,0.0,3.0,2013-09-22,True
2582,915,2050,1447,193,2013-09-29,60,28.7,1721.79,60.0,0.0,60.0,2013-09-22,True
2583,916,2051,1448,494,2013-09-29,550,42.51,23382.98,468.0,0.0,468.0,2013-09-22,True
2584,916,2052,1448,501,2013-09-29,550,5.59,3072.3,550.0,0.0,550.0,2013-09-22,True
2585,917,2053,1449,493,2013-09-29,60,15.74,944.37,60.0,0.0,60.0,2013-09-22,True
2586,918,2054,1450,495,2013-09-29,550,43.46,23902.73,550.0,0.0,550.0,2013-09-22,True
2587,918,2055,1450,497,2013-09-29,550,37.62,20691.83,550.0,0.0,550.0,2013-09-22,True
2588,918,2056,1450,503,2013-09-29,550,6.53,3592.05,550.0,0.0,550.0,2013-09-22,True
2589,918,2057,1450,502,2013-09-29,550,6.18,3401.48,550.0,0.0,550.0,2013-09-22,True
2590,919,2058,1451,190,2013-09-29,550,48.58,26720.93,550.0,0.0,550.0,2013-09-22,True
2591,920,2059,1452,498,2013-09-29,550,32.25,17735.03,550.0,0.0,550.0,2013-09-22,True
2592,920,2060,1452,496,2013-09-29,550,36.56,20108.55,550.0,55.0,495.0,2013-09-22,True
2593,921,2061,1453,190,2013-09-29,550,46.42,25531.28,550.0,0.0,550.0,2013-09-22,True
2594,922,2062,1454,168,2013-09-29,3,47.52,142.57,3.0,0.0,3.0,2013-09-22,True
2595,922,2063,1454,169,2013-09-29,3,45.42,136.27,3.0,0.0,3.0,2013-09-22,True
2596,923,2064,1455,184,2013-09-29,3,41.92,125.75,3.0,0.0,3.0,2013-09-22,True
2597,924,2065,1456,248,2013-09-29,3,50.26,150.79,3.0,0.0,3.0,2013-09-22,True
2598,925,2066,1457,168,2013-10-01,3,47.68,143.04,3.0,0.0,3.0,2013-09-24,True
2599,925,2067,1457,169,2013-10-01,3,45.58,136.74,3.0,0.0,3.0,2013-09-24,True
2600,925,2068,1457,157,2013-10-01,3,49.85,149.56,3.0,0.0,3.0,2013-09-24,True
2601,925,2069,1457,171,2013-10-01,3,45.58,136.74,3.0,0.0,3.0,2013-09-24,True
2602,925,2070,1457,172,2013-10-01,3,43.48,130.44,3.0,0.0,3.0,2013-09-24,True
2603,925,2071,1457,173,2013-10-01,3,47.75,143.26,3.0,0.0,3.0,2013-09-24,True
2604,925,2072,1457,174,2013-10-01,3,43.48,130.44,3.0,0.0,3.0,2013-09-24,True
2605,925,2073,1457,175,2013-10-01,3,41.38,124.14,3.0,0.0,3.0,2013-09-24,True
2606,925,2074,1457,176,2013-10-01,3,45.65,136.96,3.0,0.0,3.0,2013-09-24,True
2607,925,2075,1457,177,2013-10-01,3,41.38,124.14,3.0,0.0,3.0,2013-09-24,True
2608,925,2076,1457,178,2013-10-01,3,39.28,117.84,3.0,0.0,3.0,2013-09-24,True
2609,925,2077,1457,179,2013-10-01,3,43.55,130.66,3.0,0.0,3.0,2013-09-24,True
2610,925,2078,1457,180,2013-10-01,3,39.28,117.84,3.0,0.0,3.0,2013-09-24,True
2611,925,2079,1457,181,2013-10-01,3,37.18,111.54,3.0,0.0,3.0,2013-09-24,True
2612,925,2080,1457,182,2013-10-01,3,41.45,124.36,3.0,0.0,3.0,2013-09-24,True
2613,925,2081,1457,196,2013-10-01,3,37.18,111.54,3.0,0.0,3.0,2013-09-24,True
2614,926,2082,1458,126,2013-10-01,550,16.09,8847.3,468.0,0.0,468.0,2013-09-24,True
2615,927,2083,1459,186,2013-10-01,3,57.03,171.08,3.0,0.0,3.0,2013-09-24,True
2616,928,2084,1460,117,2013-10-01,550,37.09,20397.3,550.0,0.0,550.0,2013-09-24,True
2617,929,2085,1461,118,2013-10-02,550,26.6,14628.08,550.0,0.0,550.0,2013-09-25,True
2618,930,2086,1462,188,2013-10-02,550,27.06,14882.18,550.0,0.0,550.0,2013-09-25,True
2619,930,2087,1462,189,2013-10-02,550,33.58,18468.45,550.0,55.0,495.0,2013-09-25,True
2620,930,2088,1462,190,2013-10-02,550,46.06,25334.93,550.0,0.0,550.0,2013-09-25,True
2621,931,2089,1463,217,2013-10-02,3,47.54,142.63,3.0,0.0,3.0,2013-09-25,True
2622,931,2090,1463,218,2013-10-02,3,43.27,129.81,3.0,0.0,3.0,2013-09-25,True
2623,931,2091,1463,219,2013-10-02,3,41.17,123.51,3.0,0.0,3.0,2013-09-25,True
2624,931,2092,1463,220,2013-10-02,3,45.44,136.33,3.0,0.0,3.0,2013-09-25,True
2625,932,2093,1464,86,2013-10-02,3,47.6,142.79,3.0,0.0,3.0,2013-09-25,True
2626,932,2094,1464,87,2013-10-02,3,43.32,129.97,3.0,0.0,3.0,2013-09-25,True
2627,933,2095,1465,191,2013-10-02,3,47.47,142.41,3.0,0.0,3.0,2013-09-25,True
2628,933,2096,1465,192,2013-10-02,3,42.8,128.39,3.0,0.0,3.0,2013-09-25,True
2629,933,2097,1465,193,2013-10-02,60,25.42,1525.23,60.0,0.0,60.0,2013-09-25,True
2630,934,2098,1466,106,2013-10-02,3,47.68,143.04,3.0,0.0,3.0,2013-09-25,True
2631,934,2099,1466,107,2013-10-02,3,45.58,136.74,3.0,0.0,3.0,2013-09-25,True
2632,935,2100,1467,6,2013-10-02,550,62.99,34644.23,550.0,0.0,550.0,2013-09-25,True
2633,936,2101,1468,191,2013-10-02,3,45.37,136.11,3.0,0.0,3.0,2013-09-25,True
2634,936,2102,1468,192,2013-10-02,3,40.49,121.46,3.0,0.0,3.0,2013-09-25,True
2635,936,2103,1468,193,2013-10-02,60,26.37,1581.93,60.0,0.0,60.0,2013-09-25,True
2636,937,2104,1469,121,2013-10-02,3,48.76,146.29,3.0,0.0,3.0,2013-09-25,True
2637,938,2105,1470,156,2013-10-02,3,34.19,102.56,3.0,0.0,3.0,2013-09-25,True
2638,939,2106,1471,194,2013-10-02,3,50.26,150.79,3.0,0.0,3.0,2013-09-25,True
2639,940,2107,1472,119,2013-10-02,550,10.73,5902.05,550.0,0.0,550.0,2013-09-25,True
2640,940,2108,1472,120,2013-10-02,550,14.12,7767.38,550.0,55.0,495.0,2013-09-25,True
2641,941,2109,1473,151,2013-10-02,60,50.26,3015.81,60.0,0.0,60.0,2013-09-25,True
2642,941,2110,1473,152,2013-10-02,60,57.15,3429.09,60.0,0.0,60.0,2013-09-25,True
2643,941,2111,1473,153,2013-10-02,60,53.2,3192.21,60.0,3.0,57.0,2013-09-25,True
2644,941,2112,1473,154,2013-10-02,60,63.69,3821.58,60.0,0.0,60.0,2013-09-25,True
2645,942,2113,1474,440,2013-10-02,550,21.09,11601.98,550.0,82.0,468.0,2013-09-25,True
2646,942,2114,1474,437,2013-10-02,550,30.44,16741.73,550.0,0.0,550.0,2013-09-25,True
2647,943,2115,1475,111,2013-10-02,60,9.2,551.88,60.0,0.0,60.0,2013-09-25,True
2648,944,2116,1476,162,2013-10-02,550,5.78,3176.25,550.0,550.0,0.0,2013-09-25,True
2649,944,2117,1476,163,2013-10-02,550,1.16,635.25,550.0,550.0,0.0,2013-09-25,True
2650,945,2118,1477,112,2013-10-04,550,23.39,12866.7,550.0,0.0,550.0,2013-09-27,True
2651,945,2119,1477,113,2013-10-04,550,27.65,15205.58,523.0,0.0,523.0,2013-09-27,True
2652,946,2120,1478,164,2013-10-04,550,1.37,750.75,468.0,0.0,468.0,2013-09-27,True
2653,946,2121,1478,5,2013-10-04,550,62.99,34644.23,550.0,0.0,550.0,2013-09-27,True
2654,946,2122,1478,131,2013-10-04,550,3.49,1917.3,550.0,0.0,550.0,2013-09-27,True
2655,947,2123,1479,132,2013-10-04,550,6.2,3407.25,550.0,0.0,550.0,2013-09-27,True
2656,948,2124,1480,112,2013-10-04,550,22.17,12191.03,550.0,0.0,550.0,2013-09-27,True
2657,948,2125,1480,113,2013-10-04,550,29.28,16106.48,550.0,0.0,550.0,2013-09-27,True
2658,949,2126,1481,150,2013-10-06,3,19.98,59.94,3.0,0.0,3.0,2013-09-29,True
2659,950,2127,1482,160,2013-10-06,3,39.14,117.43,3.0,0.0,3.0,2013-09-29,True
2660,951,2128,1483,9,2013-10-06,550,31.49,17319.23,550.0,0.0,550.0,2013-09-29,True
2661,951,2129,1483,7,2013-10-06,550,48.29,26559.23,550.0,0.0,550.0,2013-09-29,True
2662,952,2130,1484,302,2013-10-06,3,47.54,142.63,3.0,0.0,3.0,2013-09-29,True
2663,953,2131,1485,144,2013-10-06,550,7.8,4290.83,550.0,0.0,550.0,2013-09-29,True
2664,953,2132,1485,133,2013-10-06,550,8.76,4816.35,550.0,0.0,550.0,2013-09-29,True
2665,953,2133,1485,146,2013-10-06,550,5.81,3193.58,550.0,0.0,550.0,2013-09-29,True
2666,954,2134,1486,211,2013-10-06,3,47.47,142.41,3.0,0.0,3.0,2013-09-29,True
2667,955,2135,1487,117,2013-10-06,550,34.98,19236.53,550.0,0.0,550.0,2013-09-29,True
2668,956,2136,1488,218,2013-10-06,3,41.17,123.51,3.0,0.0,3.0,2013-09-29,True
2669,956,2137,1488,442,2013-10-06,550,21.09,11601.98,550.0,0.0,550.0,2013-09-29,True
2670,956,2138,1488,439,2013-10-06,550,30.44,16741.73,550.0,0.0,550.0,2013-09-29,True
2671,956,2139,1488,436,2013-10-06,550,40.94,22516.73,550.0,0.0,550.0,2013-09-29,True
2672,957,2140,1489,109,2013-10-06,550,2.32,1276.28,550.0,0.0,550.0,2013-09-29,True
2673,958,2141,1490,122,2013-10-06,550,3.64,2003.93,550.0,0.0,550.0,2013-09-29,True
2674,959,2142,1491,440,2013-10-06,550,21.09,11601.98,550.0,0.0,550.0,2013-09-29,True
2675,959,2143,1491,437,2013-10-06,550,30.44,16741.73,550.0,0.0,550.0,2013-09-29,True
2676,959,2144,1491,435,2013-10-06,550,40.94,22516.73,550.0,0.0,550.0,2013-09-29,True
2677,960,2145,1492,165,2013-10-06,60,3.6,216.09,60.0,0.0,60.0,2013-09-29,True
2678,960,2146,1492,166,2013-10-06,60,3.98,238.77,60.0,6.0,54.0,2013-09-29,True
2679,961,2147,1493,9,2013-10-06,550,31.49,17319.23,550.0,0.0,550.0,2013-09-29,True
2680,961,2148,1493,7,2013-10-06,550,48.29,26559.23,550.0,0.0,550.0,2013-09-29,True
2681,962,2149,1494,120,2013-10-06,550,12.97,7132.13,550.0,82.0,468.0,2013-09-29,True
2682,963,2150,1495,441,2013-10-06,550,21.09,11601.98,550.0,0.0,550.0,2013-09-29,True
2683,963,2151,1495,438,2013-10-06,550,30.44,16741.73,550.0,0.0,550.0,2013-09-29,True
2684,964,2152,1496,434,2013-10-06,550,40.94,22516.73,550.0,0.0,550.0,2013-09-29,True
2685,965,2153,1497,123,2013-10-10,550,6.75,3713.33,550.0,0.0,550.0,2013-10-03,True
2686,966,2154,1498,10,2013-10-10,550,31.49,17319.23,468.0,0.0,468.0,2013-10-03,True
2687,966,2155,1498,8,2013-10-10,550,48.29,26559.23,550.0,0.0,550.0,2013-10-03,True
2688,966,2156,1498,114,2013-10-10,550,36.28,19952.63,550.0,0.0,550.0,2013-10-03,True
2689,967,2157,1499,151,2013-10-10,60,50.75,3044.79,60.0,0.0,60.0,2013-10-03,True
2690,967,2158,1499,152,2013-10-10,60,58.26,3495.87,60.0,0.0,60.0,2013-10-03,True
2691,967,2159,1499,153,2013-10-10,60,50.75,3044.79,60.0,0.0,60.0,2013-10-03,True
2692,967,2160,1499,154,2013-10-10,60,62.93,3775.59,60.0,0.0,60.0,2013-10-03,True
2693,967,2161,1499,155,2013-10-10,60,49.65,2979.27,60.0,0.0,60.0,2013-10-03,True
2694,968,2162,1500,119,2013-10-10,550,10.38,5711.48,550.0,0.0,550.0,2013-10-03,True
2695,969,2163,1501,4,2013-10-10,550,62.99,34644.23,550.0,0.0,550.0,2013-10-03,True
2696,970,2164,1502,84,2013-10-10,3,39.12,117.37,3.0,0.0,3.0,2013-10-03,True
2697,970,2165,1502,145,2013-10-10,3,43.4,130.19,3.0,0.0,3.0,2013-10-03,True
2698,970,2166,1502,134,2013-10-10,3,39.12,117.37,3.0,0.0,3.0,2013-10-03,True
2699,971,2167,1503,73,2013-10-10,3,47.68,143.04,3.0,0.0,3.0,2013-10-03,True
2700,972,2168,1504,115,2013-10-10,550,23.4,12872.48,550.0,82.0,468.0,2013-10-03,True
2701,972,2169,1504,116,2013-10-10,550,27.87,15326.85,550.0,0.0,550.0,2013-10-03,True
2702,973,2170,1505,92,2013-10-11,3,43.55,130.66,3.0,0.0,3.0,2013-10-04,True
2703,973,2171,1505,93,2013-10-11,3,39.28,117.84,3.0,0.0,3.0,2013-10-04,True
2704,973,2172,1505,94,2013-10-11,3,37.18,111.54,3.0,0.0,3.0,2013-10-04,True
2705,974,2173,1506,149,2013-10-11,3,12.72,38.15,3.0,0.0,3.0,2013-10-04,True
2706,974,2174,1506,150,2013-10-11,3,19.94,59.82,3.0,0.0,3.0,2013-10-04,True
2707,975,2175,1507,124,2013-10-11,3,38.16,114.47,3.0,0.0,3.0,2013-10-04,True
2708,976,2176,1508,110,2013-10-11,3,44.22,132.65,3.0,0.0,3.0,2013-10-04,True
2709,977,2177,1509,123,2013-10-13,550,6.75,3713.33,550.0,0.0,550.0,2013-10-06,True
2710,978,2178,1510,10,2013-10-13,550,31.49,17319.23,550.0,0.0,550.0,2013-10-06,True
2711,978,2179,1510,8,2013-10-13,550,48.29,26559.23,550.0,0.0,550.0,2013-10-06,True
2712,978,2180,1510,114,2013-10-13,550,36.28,19952.63,550.0,0.0,550.0,2013-10-06,True
2713,979,2181,1511,151,2013-10-13,60,50.75,3044.79,60.0,0.0,60.0,2013-10-06,True
2714,979,2182,1511,152,2013-10-13,60,58.26,3495.87,60.0,0.0,60.0,2013-10-06,True
2715,979,2183,1511,153,2013-10-13,60,50.75,3044.79,60.0,0.0,60.0,2013-10-06,True
2716,979,2184,1511,154,2013-10-13,60,62.93,3775.59,60.0,0.0,60.0,2013-10-06,True
2717,979,2185,1511,155,2013-10-13,60,49.65,2979.27,60.0,0.0,60.0,2013-10-06,True
2718,980,2186,1512,119,2013-10-13,550,10.38,5711.48,550.0,0.0,550.0,2013-10-06,True
2719,981,2187,1513,95,2013-10-13,3,41.45,124.36,3.0,0.0,3.0,2013-10-06,True
2720,981,2188,1513,96,2013-10-13,3,37.18,111.54,3.0,0.0,3.0,2013-10-06,True
2721,982,2189,1514,149,2013-10-13,3,12.72,38.15,3.0,0.0,3.0,2013-10-06,True
2722,982,2190,1514,150,2013-10-13,3,19.94,59.82,3.0,0.0,3.0,2013-10-06,True
2723,983,2191,1515,124,2013-10-13,3,38.16,114.47,3.0,0.0,3.0,2013-10-06,True
2724,984,2192,1516,110,2013-10-13,3,44.22,132.65,3.0,3.0,0.0,2013-10-06,True
2725,985,2193,1517,10,2013-10-13,550,31.49,17319.23,550.0,0.0,550.0,2013-10-06,True
2726,985,2194,1517,8,2013-10-13,550,48.29,26559.23,523.0,0.0,523.0,2013-10-06,True
2727,986,2195,1518,167,2013-10-13,60,6.98,418.95,51.0,0.0,51.0,2013-10-06,True
2728,987,2196,1519,63,2013-10-13,3,43.32,129.97,3.0,0.0,3.0,2013-10-06,True
2729,987,2197,1519,61,2013-10-13,3,47.6,142.79,3.0,0.0,3.0,2013-10-06,True
2730,987,2198,1519,71,2013-10-13,3,43.32,129.97,3.0,0.0,3.0,2013-10-06,True
2731,988,2199,1520,165,2013-10-13,60,3.38,202.86,60.0,0.0,60.0,2013-10-06,True
2732,988,2200,1520,166,2013-10-13,60,4.32,258.93,60.0,0.0,60.0,2013-10-06,True
2733,989,2201,1521,241,2013-10-13,3,43.34,130.03,3.0,0.0,3.0,2013-10-06,True
2734,989,2202,1521,242,2013-10-13,3,39.07,117.21,3.0,0.0,3.0,2013-10-06,True
2735,989,2203,1521,243,2013-10-13,3,36.97,110.91,3.0,0.0,3.0,2013-10-06,True
2736,989,2204,1521,244,2013-10-13,3,41.24,123.73,3.0,0.0,3.0,2013-10-06,True
2737,989,2205,1521,245,2013-10-13,3,36.97,110.91,3.0,0.0,3.0,2013-10-06,True
2738,990,2206,1522,149,2013-10-13,3,12.36,37.08,3.0,0.0,3.0,2013-10-06,True
2739,991,2207,1523,118,2013-10-13,550,39.2,21558.08,550.0,0.0,550.0,2013-10-06,True
2740,992,2208,1524,221,2013-10-13,3,39.14,117.43,3.0,0.0,3.0,2013-10-06,True
2741,992,2209,1524,209,2013-10-13,3,47.58,142.73,3.0,0.0,3.0,2013-10-06,True
2742,993,2210,1525,495,2013-10-14,550,43.98,24191.48,550.0,0.0,550.0,2013-10-07,True
2743,993,2211,1525,497,2013-10-14,550,38.15,20980.58,550.0,0.0,550.0,2013-10-07,True
2744,994,2212,1526,87,2013-10-14,3,43.48,130.44,3.0,3.0,0.0,2013-10-07,True
2745,994,2213,1526,88,2013-10-14,3,41.38,124.14,3.0,3.0,0.0,2013-10-07,True
2746,995,2214,1527,158,2013-10-14,3,43.38,130.13,3.0,0.0,3.0,2013-10-07,True
2747,995,2215,1527,159,2013-10-14,3,41.28,123.83,3.0,0.0,3.0,2013-10-07,True
2748,995,2216,1527,160,2013-10-14,3,45.55,136.65,3.0,0.0,3.0,2013-10-07,True
2749,996,2217,1528,500,2013-10-14,550,34.35,18890.03,468.0,0.0,468.0,2013-10-07,True
