CUSTOMERKEY,CUSTOMERID,STOREID,TERRITORYKEY,ACCOUNTNUMBER,CUSTOMERMODIFIEDDATE,STORENAME,STOREMODIFIEDDATE,STORECATEGORY,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
733,689,1402.0,10,AW00000689,2014-09-12 11:15:07.263,Consumer Equipment,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,0b8b07aad4b7bf5bd13641db3aec9251af152ddc4078ccf721e2fba77b200a5c
734,690,836.0,2,AW00000690,2014-09-12 11:15:07.263,Active Cycling,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,fa0d751ec0989273d41b2db5c4d3e68e8d4b970cb78b9368d233d2d8449761f7
735,691,1036.0,2,AW00000691,2014-09-12 11:15:07.263,Mountain Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,ca044216ecf21156e4cbc5001412698c3228308739554337cbd6c1bb89b1a280
736,692,802.0,1,AW00000692,2014-09-12 11:15:07.263,Successful Sales Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,9fbbe1164bf84ab381a5ac511cedede2a4b7319025fc7659d2efd872b3607033
737,693,838.0,1,AW00000693,2014-09-12 11:15:07.263,Stock Parts and Supplies,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,bcd4141ac17f4cf09a1a9716a82e021c9a8951cb21540c03ed50619a90923fe1
738,694,1034.0,3,AW00000694,2014-09-12 11:15:07.263,The Accessories Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,1661d91f911ec7557f306cd1ebbeeafcdaa5481f9d8a5e0f67b3cb924eeda6d7
739,695,638.0,3,AW00000695,2014-09-12 11:15:07.263,Responsible Bike Dealers,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,4f27a084ec8a9f0b93e0f4c40920e2a11a28b9ef0034aadd8f198898a66c52cb
740,696,840.0,1,AW00000696,2014-09-12 11:15:07.263,Roadway Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,964dbd494faec51cd92857049f73c00ca88e192e015c886303687176f2be08f3
741,697,1032.0,1,AW00000697,2014-09-12 11:15:07.263,Brakes and Gears,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,3642ed6ebeb780a38fcbd7effe2bf190429f8692102e72db49f8f69c4f8c957c
742,698,640.0,1,AW00000698,2014-09-12 11:15:07.263,Western Bike Supplies,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,aaf152998a695d9218eba4091c34a36bccc67c43b5137bf05e833dc7fa5f3cdf
743,699,842.0,5,AW00000699,2014-09-12 11:15:07.263,Sensational Discount Store,2014-09-12 11:15:07.497,Discount Store,True,2006-06-23,9999-12-31 00:00:00,11895b981cef91055f14d4b3f671ee38221f3b17a483f745d1849b29bfd3d62b
744,700,1030.0,5,AW00000700,2014-09-12 11:15:07.263,Underglaze and Finish Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,b88be16565b0f1dbc11105cad20b3d9b76c7b3f8d002369bb4f2704a92342627
745,701,844.0,6,AW00000701,2014-09-12 11:15:07.263,Future Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,183ec507a516a29d1c3efea34fd6cd69f2940aec1bc5bc814ecb3612616759d6
746,11000,,9,AW00011000,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
747,11001,,9,AW00011001,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
748,11002,,9,AW00011002,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
749,11003,,9,AW00011003,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
750,11004,,9,AW00011004,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
751,11005,,9,AW00011005,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
752,11006,,9,AW00011006,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
753,11007,,9,AW00011007,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
754,11008,,9,AW00011008,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
755,11009,,9,AW00011009,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
756,11010,,9,AW00011010,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
757,11011,,9,AW00011011,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
758,11012,,1,AW00011012,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
759,11013,,1,AW00011013,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
760,11014,,1,AW00011014,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
761,11015,,4,AW00011015,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
762,11016,,4,AW00011016,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
763,11017,,9,AW00011017,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
764,11018,,9,AW00011018,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
765,11019,,6,AW00011019,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
766,11020,,6,AW00011020,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
767,11021,,1,AW00011021,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
768,11022,,1,AW00011022,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
769,11023,,4,AW00011023,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
770,11024,,4,AW00011024,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
771,11025,,9,AW00011025,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
772,11026,,9,AW00011026,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
773,11027,,9,AW00011027,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
774,11028,,9,AW00011028,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
775,11029,,9,AW00011029,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
776,11030,,9,AW00011030,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
777,11031,,9,AW00011031,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
778,11032,,9,AW00011032,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
779,11033,,9,AW00011033,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
780,11034,,9,AW00011034,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
781,11035,,9,AW00011035,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
782,11036,,4,AW00011036,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
783,11037,,6,AW00011037,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
784,11038,,9,AW00011038,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
785,11039,,9,AW00011039,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
786,11040,,1,AW00011040,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
787,11041,,4,AW00011041,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
788,11042,,4,AW00011042,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
789,11043,,4,AW00011043,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
790,11044,,9,AW00011044,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
791,11045,,9,AW00011045,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
792,11046,,9,AW00011046,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
793,11047,,9,AW00011047,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
794,11048,,9,AW00011048,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
795,11049,,4,AW00011049,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
796,11050,,9,AW00011050,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
797,11051,,9,AW00011051,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
798,11052,,9,AW00011052,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
799,11053,,4,AW00011053,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
800,11054,,9,AW00011054,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
801,11055,,9,AW00011055,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
802,11056,,9,AW00011056,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
803,11057,,9,AW00011057,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
804,11058,,9,AW00011058,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
805,11059,,9,AW00011059,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
806,11060,,9,AW00011060,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
807,11061,,9,AW00011061,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
808,11062,,1,AW00011062,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
809,11063,,1,AW00011063,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
810,11064,,4,AW00011064,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
811,11065,,4,AW00011065,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
812,11066,,1,AW00011066,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1301,11067,,1,AW00011067,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1302,11068,,9,AW00011068,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1303,11069,,9,AW00011069,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1304,11070,,9,AW00011070,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1305,11071,,9,AW00011071,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1306,11072,,9,AW00011072,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1307,11073,,9,AW00011073,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1308,11074,,9,AW00011074,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1309,11075,,9,AW00011075,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1310,11076,,9,AW00011076,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1311,11077,,9,AW00011077,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1312,11078,,6,AW00011078,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1313,11079,,9,AW00011079,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1314,11080,,9,AW00011080,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1315,11081,,4,AW00011081,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1316,11082,,4,AW00011082,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1317,11083,,4,AW00011083,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1318,11084,,1,AW00011084,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1319,11085,,4,AW00011085,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1320,11086,,4,AW00011086,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1321,11087,,4,AW00011087,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1322,11088,,4,AW00011088,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1323,11089,,4,AW00011089,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1324,11090,,4,AW00011090,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1325,11091,,6,AW00011091,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1326,11092,,9,AW00011092,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1327,11093,,9,AW00011093,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1328,11094,,9,AW00011094,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1329,11095,,9,AW00011095,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1330,11096,,9,AW00011096,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1331,11097,,9,AW00011097,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1332,11098,,9,AW00011098,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1333,11099,,9,AW00011099,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1334,11100,,9,AW00011100,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1335,11101,,9,AW00011101,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1336,11102,,9,AW00011102,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1337,11103,,9,AW00011103,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1338,11104,,9,AW00011104,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1339,11105,,9,AW00011105,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1340,11106,,9,AW00011106,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1341,11107,,9,AW00011107,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1342,11108,,9,AW00011108,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1343,11109,,9,AW00011109,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1344,11110,,9,AW00011110,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1345,11111,,9,AW00011111,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1346,11112,,9,AW00011112,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1347,11113,,9,AW00011113,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1348,11114,,9,AW00011114,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1349,11115,,9,AW00011115,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1350,11116,,9,AW00011116,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1351,11117,,9,AW00011117,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1352,11118,,9,AW00011118,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1353,11119,,9,AW00011119,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1354,11120,,9,AW00011120,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1355,11121,,9,AW00011121,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1356,11122,,9,AW00011122,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1357,11123,,9,AW00011123,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1358,11124,,9,AW00011124,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1359,11125,,9,AW00011125,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1360,11126,,9,AW00011126,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1361,11127,,4,AW00011127,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1362,11128,,1,AW00011128,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1363,11129,,1,AW00011129,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1364,11130,,1,AW00011130,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1365,11131,,6,AW00011131,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1366,11132,,6,AW00011132,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1367,11133,,1,AW00011133,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1368,11134,,9,AW00011134,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1369,11135,,4,AW00011135,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1370,11136,,6,AW00011136,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1371,11137,,1,AW00011137,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1372,11138,,4,AW00011138,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1373,11139,,9,AW00011139,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1374,11140,,4,AW00011140,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1375,11141,,4,AW00011141,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1376,11142,,6,AW00011142,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1377,11143,,4,AW00011143,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1378,11144,,1,AW00011144,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1379,11145,,1,AW00011145,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1380,11146,,9,AW00011146,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1381,11147,,9,AW00011147,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1382,11148,,9,AW00011148,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1383,11149,,9,AW00011149,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1384,11150,,9,AW00011150,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1385,11151,,9,AW00011151,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1386,11152,,1,AW00011152,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1387,11153,,1,AW00011153,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1388,11154,,1,AW00011154,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1389,11155,,4,AW00011155,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1390,11156,,4,AW00011156,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1391,11157,,1,AW00011157,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1392,11158,,4,AW00011158,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1393,11159,,4,AW00011159,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1394,11160,,4,AW00011160,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1395,11161,,4,AW00011161,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1396,11162,,4,AW00011162,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1397,11163,,4,AW00011163,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1398,11164,,4,AW00011164,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1399,11165,,4,AW00011165,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1400,11166,,1,AW00011166,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1401,11167,,1,AW00011167,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1402,11168,,4,AW00011168,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1403,11169,,4,AW00011169,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1404,11170,,1,AW00011170,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1405,11171,,4,AW00011171,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1406,11172,,1,AW00011172,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1407,11173,,1,AW00011173,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1408,11174,,4,AW00011174,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1409,11175,,4,AW00011175,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1410,11176,,6,AW00011176,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1411,11177,,4,AW00011177,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1412,11178,,4,AW00011178,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1413,11179,,4,AW00011179,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1414,11180,,4,AW00011180,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1415,11181,,4,AW00011181,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1416,11182,,1,AW00011182,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1417,11183,,4,AW00011183,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1418,11184,,4,AW00011184,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1419,11185,,6,AW00011185,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1420,11186,,4,AW00011186,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1421,11187,,1,AW00011187,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1422,11188,,4,AW00011188,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1423,11189,,1,AW00011189,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1424,11190,,4,AW00011190,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1425,11191,,4,AW00011191,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1426,11192,,1,AW00011192,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1427,11193,,1,AW00011193,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1428,11194,,4,AW00011194,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1429,11195,,1,AW00011195,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1430,11196,,1,AW00011196,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1431,11197,,1,AW00011197,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1432,11198,,4,AW00011198,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1433,11199,,4,AW00011199,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1434,11200,,6,AW00011200,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
1435,11201,,4,AW00011201,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
